subset,index,trajectory_id
hotpot,223,gpt-5-nano_hotpot_task231_3
hotpot,224,gpt-5-nano_hotpot_task232_1
hotpot,225,gpt-5-nano_hotpot_task234_1
hotpot,226,gpt-5-nano_hotpot_task235_3
hotpot,227,gpt-5-nano_hotpot_task236_2
hotpot,228,gpt-5-nano_hotpot_task237_1
hotpot,229,gpt-5-nano_hotpot_task237_3
hotpot,230,gpt-5-nano_hotpot_task238_2
hotpot,231,gpt-5-nano_hotpot_task239_2
hotpot,232,gpt-5-nano_hotpot_task242_3
hotpot,233,gpt-5-nano_hotpot_task244_1
hotpot,234,gpt-5-nano_hotpot_task244_2
hotpot,235,gpt-5-nano_hotpot_task244_3
hotpot,236,gpt-5-nano_hotpot_task245_1
hotpot,237,gpt-5-nano_hotpot_task245_2
hotpot,238,gpt-5-nano_hotpot_task245_3
hotpot,239,gpt-5-nano_hotpot_task246_1
hotpot,240,gpt-5-nano_hotpot_task246_2
hotpot,241,gpt-5-nano_hotpot_task246_3
hotpot,242,gpt-5-nano_hotpot_task247_2
hotpot,243,gpt-5-nano_hotpot_task248_1
hotpot,244,gpt-5-nano_hotpot_task248_3
hotpot,245,gpt-5-nano_hotpot_task249_1
hotpot,246,gpt-5-nano_hotpot_task249_2
hotpot,247,gpt-5-nano_hotpot_task249_3
hotpot,248,gpt-5-nano_hotpot_task24_1
hotpot,249,gpt-5-nano_hotpot_task250_2
hotpot,250,gpt-5-nano_hotpot_task251_3
hotpot,251,gpt-5-nano_hotpot_task255_1
hotpot,252,gpt-5-nano_hotpot_task255_2
hotpot,253,gpt-5-nano_hotpot_task255_3
hotpot,254,gpt-5-nano_hotpot_task256_2
hotpot,255,gpt-5-nano_hotpot_task256_3
hotpot,256,gpt-5-nano_hotpot_task25_2
hotpot,257,gpt-5-nano_hotpot_task260_2
hotpot,258,gpt-5-nano_hotpot_task260_3
hotpot,259,gpt-5-nano_hotpot_task261_1
hotpot,260,gpt-5-nano_hotpot_task261_2
hotpot,261,gpt-5-nano_hotpot_task261_3
hotpot,262,gpt-5-nano_hotpot_task262_3
hotpot,263,gpt-5-nano_hotpot_task263_3
hotpot,264,gpt-5-nano_hotpot_task265_1
hotpot,265,gpt-5-nano_hotpot_task265_3
hotpot,266,gpt-5-nano_hotpot_task269_2
hotpot,267,gpt-5-nano_hotpot_task26_1
hotpot,268,gpt-5-nano_hotpot_task26_3
hotpot,269,gpt-5-nano_hotpot_task270_1
hotpot,270,gpt-5-nano_hotpot_task270_3
hotpot,271,gpt-5-nano_hotpot_task272_1
hotpot,272,gpt-5-nano_hotpot_task272_2
hotpot,273,gpt-5-nano_hotpot_task274_2
hotpot,274,gpt-5-nano_hotpot_task274_3
hotpot,275,gpt-5-nano_hotpot_task27_2
hotpot,276,gpt-5-nano_hotpot_task27_3
hotpot,277,gpt-5-nano_hotpot_task283_2
hotpot,278,gpt-5-nano_hotpot_task284_1
hotpot,279,gpt-5-nano_hotpot_task285_2
hotpot,280,gpt-5-nano_hotpot_task286_1
hotpot,281,gpt-5-nano_hotpot_task286_2
hotpot,282,gpt-5-nano_hotpot_task286_3
hotpot,283,gpt-5-nano_hotpot_task287_3
hotpot,284,gpt-5-nano_hotpot_task288_1
hotpot,285,gpt-5-nano_hotpot_task288_2
hotpot,286,gpt-5-nano_hotpot_task288_3
hotpot,287,gpt-5-nano_hotpot_task290_3
hotpot,288,gpt-5-nano_hotpot_task293_3
hotpot,289,gpt-5-nano_hotpot_task295_1
hotpot,290,gpt-5-nano_hotpot_task295_2
hotpot,291,gpt-5-nano_hotpot_task297_2
hotpot,292,gpt-5-nano_hotpot_task297_3
hotpot,293,gpt-5-nano_hotpot_task298_1
hotpot,294,gpt-5-nano_hotpot_task298_2
hotpot,295,gpt-5-nano_hotpot_task298_3
hotpot,296,gpt-5-nano_hotpot_task300_2
hotpot,297,gpt-5-nano_hotpot_task300_3
hotpot,298,gpt-5-nano_hotpot_task303_2
hotpot,299,gpt-5-nano_hotpot_task304_2
hotpot,300,gpt-5-nano_hotpot_task305_1
hotpot,301,gpt-5-nano_hotpot_task305_2
hotpot,302,gpt-5-nano_hotpot_task306_2
hotpot,303,gpt-5-nano_hotpot_task306_3
hotpot,304,gpt-5-nano_hotpot_task307_2
hotpot,305,gpt-5-nano_hotpot_task308_1
hotpot,306,gpt-5-nano_hotpot_task308_3
hotpot,307,gpt-5-nano_hotpot_task309_1
hotpot,308,gpt-5-nano_hotpot_task309_3
hotpot,309,gpt-5-nano_hotpot_task310_2
hotpot,310,gpt-5-nano_hotpot_task313_1
hotpot,311,gpt-5-nano_hotpot_task316_2
hotpot,312,gpt-5-nano_hotpot_task316_3
hotpot,313,gpt-5-nano_hotpot_task317_2
hotpot,314,gpt-5-nano_hotpot_task318_1
hotpot,315,gpt-5-nano_hotpot_task318_3
hotpot,316,gpt-5-nano_hotpot_task319_2
hotpot,317,gpt-5-nano_hotpot_task31_1
hotpot,318,gpt-5-nano_hotpot_task321_1
hotpot,319,gpt-5-nano_hotpot_task321_3
hotpot,320,gpt-5-nano_hotpot_task322_1
hotpot,321,gpt-5-nano_hotpot_task322_3
hotpot,322,gpt-5-nano_hotpot_task323_1
hotpot,323,gpt-5-nano_hotpot_task323_2
hotpot,324,gpt-5-nano_hotpot_task324_2
hotpot,325,gpt-5-nano_hotpot_task324_3
hotpot,326,gpt-5-nano_hotpot_task325_2
hotpot,327,gpt-5-nano_hotpot_task327_2
hotpot,328,gpt-5-nano_hotpot_task328_1
hotpot,329,gpt-5-nano_hotpot_task329_2
hotpot,330,gpt-5-nano_hotpot_task329_3
hotpot,331,gpt-5-nano_hotpot_task32_3
hotpot,332,gpt-5-nano_hotpot_task331_1
hotpot,333,gpt-5-nano_hotpot_task334_2
hotpot,334,gpt-5-nano_hotpot_task334_3
hotpot,335,gpt-5-nano_hotpot_task335_3
hotpot,336,gpt-5-nano_hotpot_task337_1
hotpot,337,gpt-5-nano_hotpot_task337_2
hotpot,338,gpt-5-nano_hotpot_task337_3
hotpot,339,gpt-5-nano_hotpot_task339_2
hotpot,340,gpt-5-nano_hotpot_task339_3
hotpot,341,gpt-5-nano_hotpot_task33_2
hotpot,342,gpt-5-nano_hotpot_task341_1
hotpot,343,gpt-5-nano_hotpot_task341_3
hotpot,344,gpt-5-nano_hotpot_task342_1
hotpot,345,gpt-5-nano_hotpot_task343_1
hotpot,346,gpt-5-nano_hotpot_task343_2
hotpot,347,gpt-5-nano_hotpot_task343_3
hotpot,348,gpt-5-nano_hotpot_task344_1
hotpot,349,gpt-5-nano_hotpot_task344_3
hotpot,350,gpt-5-nano_hotpot_task346_1
hotpot,351,gpt-5-nano_hotpot_task346_2
hotpot,352,gpt-5-nano_hotpot_task346_3
hotpot,353,gpt-5-nano_hotpot_task347_1
hotpot,354,gpt-5-nano_hotpot_task348_2
hotpot,355,gpt-5-nano_hotpot_task349_3
hotpot,356,gpt-5-nano_hotpot_task34_3
hotpot,357,gpt-5-nano_hotpot_task350_1
hotpot,358,gpt-5-nano_hotpot_task350_2
hotpot,359,gpt-5-nano_hotpot_task350_3
hotpot,360,gpt-5-nano_hotpot_task351_2
hotpot,361,gpt-5-nano_hotpot_task351_3
hotpot,362,gpt-5-nano_hotpot_task352_2
hotpot,363,gpt-5-nano_hotpot_task354_1
hotpot,364,gpt-5-nano_hotpot_task354_2
hotpot,365,gpt-5-nano_hotpot_task355_1
hotpot,366,gpt-5-nano_hotpot_task356_1
hotpot,367,gpt-5-nano_hotpot_task357_1
hotpot,368,gpt-5-nano_hotpot_task359_3
hotpot,369,gpt-5-nano_hotpot_task360_1
hotpot,370,gpt-5-nano_hotpot_task360_3
hotpot,371,gpt-5-nano_hotpot_task361_1
hotpot,372,gpt-5-nano_hotpot_task361_2
hotpot,373,gpt-5-nano_hotpot_task361_3
hotpot,374,gpt-5-nano_hotpot_task362_1
hotpot,375,gpt-5-nano_hotpot_task362_2
hotpot,376,gpt-5-nano_hotpot_task363_1
hotpot,377,gpt-5-nano_hotpot_task367_2
hotpot,378,gpt-5-nano_hotpot_task367_3
hotpot,379,gpt-5-nano_hotpot_task369_1
hotpot,380,gpt-5-nano_hotpot_task369_2
hotpot,381,gpt-5-nano_hotpot_task36_1
hotpot,382,gpt-5-nano_hotpot_task36_3
hotpot,383,gpt-5-nano_hotpot_task370_2
hotpot,384,gpt-5-nano_hotpot_task371_2
hotpot,385,gpt-5-nano_hotpot_task372_1
hotpot,386,gpt-5-nano_hotpot_task372_2
hotpot,387,gpt-5-nano_hotpot_task373_1
hotpot,388,gpt-5-nano_hotpot_task373_2
hotpot,389,gpt-5-nano_hotpot_task374_1
hotpot,390,gpt-5-nano_hotpot_task374_2
hotpot,391,gpt-5-nano_hotpot_task375_1
hotpot,392,gpt-5-nano_hotpot_task375_3
hotpot,393,gpt-5-nano_hotpot_task378_2
hotpot,394,gpt-5-nano_hotpot_task37_1
hotpot,395,gpt-5-nano_hotpot_task37_2
hotpot,396,gpt-5-nano_hotpot_task37_3
hotpot,397,gpt-5-nano_hotpot_task380_1
hotpot,398,gpt-5-nano_hotpot_task380_2
hotpot,399,gpt-5-nano_hotpot_task380_3
hotpot,400,gpt-5-nano_hotpot_task382_1
hotpot,401,gpt-5-nano_hotpot_task382_3
hotpot,402,gpt-5-nano_hotpot_task384_2
hotpot,403,gpt-5-nano_hotpot_task384_3
hotpot,404,gpt-5-nano_hotpot_task385_1
hotpot,405,gpt-5-nano_hotpot_task385_2
hotpot,406,gpt-5-nano_hotpot_task386_2
hotpot,407,gpt-5-nano_hotpot_task386_3
hotpot,408,gpt-5-nano_hotpot_task387_2
hotpot,409,gpt-5-nano_hotpot_task387_3
hotpot,410,gpt-5-nano_hotpot_task38_1
hotpot,411,gpt-5-nano_hotpot_task38_2
hotpot,412,gpt-5-nano_hotpot_task38_3
hotpot,413,gpt-5-nano_hotpot_task390_1
hotpot,414,gpt-5-nano_hotpot_task390_2
hotpot,415,gpt-5-nano_hotpot_task392_1
hotpot,416,gpt-5-nano_hotpot_task392_2
hotpot,417,gpt-5-nano_hotpot_task392_3
hotpot,418,gpt-5-nano_hotpot_task395_1
hotpot,419,gpt-5-nano_hotpot_task395_2
hotpot,420,gpt-5-nano_hotpot_task395_3
hotpot,421,gpt-5-nano_hotpot_task398_2
hotpot,422,gpt-5-nano_hotpot_task399_1
hotpot,423,gpt-5-nano_hotpot_task399_2
hotpot,424,gpt-5-nano_hotpot_task3_1
hotpot,425,gpt-5-nano_hotpot_task3_2
hotpot,426,gpt-5-nano_hotpot_task401_1
hotpot,427,gpt-5-nano_hotpot_task401_2
hotpot,428,gpt-5-nano_hotpot_task401_3
hotpot,429,gpt-5-nano_hotpot_task407_3
hotpot,430,gpt-5-nano_hotpot_task408_1
hotpot,431,gpt-5-nano_hotpot_task408_2
hotpot,432,gpt-5-nano_hotpot_task409_2
hotpot,433,gpt-5-nano_hotpot_task409_3
hotpot,434,gpt-5-nano_hotpot_task410_2
hotpot,435,gpt-5-nano_hotpot_task410_3
hotpot,436,gpt-5-nano_hotpot_task412_1
hotpot,437,gpt-5-nano_hotpot_task412_2
hotpot,438,gpt-5-nano_hotpot_task412_3
hotpot,439,gpt-5-nano_hotpot_task413_1
hotpot,440,gpt-5-nano_hotpot_task413_2
hotpot,441,gpt-5-nano_hotpot_task413_3
hotpot,442,gpt-5-nano_hotpot_task415_1
hotpot,443,gpt-5-nano_hotpot_task415_3
hotpot,444,gpt-5-nano_hotpot_task41_2
hotpot,445,gpt-5-nano_hotpot_task420_1
hotpot,446,gpt-5-nano_hotpot_task420_2
hotpot,447,gpt-5-nano_hotpot_task426_2
hotpot,448,gpt-5-nano_hotpot_task426_3
hotpot,449,gpt-5-nano_hotpot_task429_2
hotpot,450,gpt-5-nano_hotpot_task42_1
hotpot,451,gpt-5-nano_hotpot_task42_3
hotpot,452,gpt-5-nano_hotpot_task430_3
hotpot,453,gpt-5-nano_hotpot_task431_2
hotpot,454,gpt-5-nano_hotpot_task432_1
hotpot,455,gpt-5-nano_hotpot_task432_2
hotpot,456,gpt-5-nano_hotpot_task434_2
hotpot,457,gpt-5-nano_hotpot_task440_1
hotpot,458,gpt-5-nano_hotpot_task440_2
hotpot,459,gpt-5-nano_hotpot_task440_3
hotpot,460,gpt-5-nano_hotpot_task441_2
hotpot,461,gpt-5-nano_hotpot_task445_1
hotpot,462,gpt-5-nano_hotpot_task445_2
hotpot,463,gpt-5-nano_hotpot_task447_1
hotpot,464,gpt-5-nano_hotpot_task447_2
hotpot,465,gpt-5-nano_hotpot_task448_1
hotpot,466,gpt-5-nano_hotpot_task44_1
hotpot,467,gpt-5-nano_hotpot_task44_2
hotpot,468,gpt-5-nano_hotpot_task450_1
hotpot,469,gpt-5-nano_hotpot_task451_2
hotpot,470,gpt-5-nano_hotpot_task451_3
hotpot,471,gpt-5-nano_hotpot_task452_1
hotpot,472,gpt-5-nano_hotpot_task452_2
hotpot,473,gpt-5-nano_hotpot_task452_3
hotpot,474,gpt-5-nano_hotpot_task454_2
hotpot,475,gpt-5-nano_hotpot_task454_3
hotpot,476,gpt-5-nano_hotpot_task455_1
hotpot,477,gpt-5-nano_hotpot_task455_2
hotpot,478,gpt-5-nano_hotpot_task455_3
hotpot,479,gpt-5-nano_hotpot_task456_1
hotpot,480,gpt-5-nano_hotpot_task456_2
hotpot,481,gpt-5-nano_hotpot_task458_2
hotpot,482,gpt-5-nano_hotpot_task458_3
hotpot,483,gpt-5-nano_hotpot_task459_2
hotpot,484,gpt-5-nano_hotpot_task459_3
hotpot,485,gpt-5-nano_hotpot_task461_2
hotpot,486,gpt-5-nano_hotpot_task463_1
hotpot,487,gpt-5-nano_hotpot_task463_3
hotpot,488,gpt-5-nano_hotpot_task467_1
hotpot,489,gpt-5-nano_hotpot_task467_2
hotpot,490,gpt-5-nano_hotpot_task467_3
hotpot,491,gpt-5-nano_hotpot_task468_2
hotpot,492,gpt-5-nano_hotpot_task468_3
hotpot,493,gpt-5-nano_hotpot_task46_2
hotpot,494,gpt-5-nano_hotpot_task471_2
hotpot,495,gpt-5-nano_hotpot_task472_1
hotpot,496,gpt-5-nano_hotpot_task472_2
hotpot,497,gpt-5-nano_hotpot_task474_1
hotpot,498,gpt-5-nano_hotpot_task474_2
hotpot,499,gpt-5-nano_hotpot_task476_2
hotpot,500,gpt-5-nano_hotpot_task477_1
hotpot,501,gpt-5-nano_hotpot_task477_2
hotpot,502,gpt-5-nano_hotpot_task477_3
hotpot,503,gpt-5-nano_hotpot_task478_3
hotpot,504,gpt-5-nano_hotpot_task479_2
hotpot,505,gpt-5-nano_hotpot_task47_1
hotpot,506,gpt-5-nano_hotpot_task483_1
hotpot,507,gpt-5-nano_hotpot_task483_2
hotpot,508,gpt-5-nano_hotpot_task483_3
hotpot,509,gpt-5-nano_hotpot_task486_1
hotpot,510,gpt-5-nano_hotpot_task486_3
hotpot,511,gpt-5-nano_hotpot_task488_1
hotpot,512,gpt-5-nano_hotpot_task488_2
hotpot,513,gpt-5-nano_hotpot_task491_1
hotpot,514,gpt-5-nano_hotpot_task491_3
hotpot,515,gpt-5-nano_hotpot_task493_1
hotpot,516,gpt-5-nano_hotpot_task493_2
hotpot,517,gpt-5-nano_hotpot_task493_3
hotpot,518,gpt-5-nano_hotpot_task494_1
hotpot,519,gpt-5-nano_hotpot_task497_1
hotpot,520,gpt-5-nano_hotpot_task497_2
hotpot,521,gpt-5-nano_hotpot_task497_3
hotpot,522,gpt-5-nano_hotpot_task500_1
hotpot,523,gpt-5-nano_hotpot_task500_2
hotpot,524,gpt-5-nano_hotpot_task50_2
hotpot,525,gpt-5-nano_hotpot_task52_1
hotpot,526,gpt-5-nano_hotpot_task52_3
hotpot,527,gpt-5-nano_hotpot_task56_1
hotpot,528,gpt-5-nano_hotpot_task57_2
hotpot,529,gpt-5-nano_hotpot_task57_3
hotpot,530,gpt-5-nano_hotpot_task59_1
hotpot,531,gpt-5-nano_hotpot_task59_3
hotpot,532,gpt-5-nano_hotpot_task5_1
hotpot,533,gpt-5-nano_hotpot_task60_1
hotpot,534,gpt-5-nano_hotpot_task62_2
hotpot,535,gpt-5-nano_hotpot_task63_1
hotpot,536,gpt-5-nano_hotpot_task63_2
hotpot,537,gpt-5-nano_hotpot_task63_3
hotpot,538,gpt-5-nano_hotpot_task64_3
hotpot,539,gpt-5-nano_hotpot_task65_2
hotpot,540,gpt-5-nano_hotpot_task65_3
hotpot,541,gpt-5-nano_hotpot_task66_2
hotpot,542,gpt-5-nano_hotpot_task67_3
hotpot,543,gpt-5-nano_hotpot_task69_2
hotpot,544,gpt-5-nano_hotpot_task6_1
hotpot,545,gpt-5-nano_hotpot_task6_2
hotpot,546,gpt-5-nano_hotpot_task72_1
hotpot,547,gpt-5-nano_hotpot_task72_3
hotpot,548,gpt-5-nano_hotpot_task73_3
hotpot,549,gpt-5-nano_hotpot_task74_1
hotpot,550,gpt-5-nano_hotpot_task74_3
hotpot,551,gpt-5-nano_hotpot_task75_3
hotpot,552,gpt-5-nano_hotpot_task76_1
hotpot,553,gpt-5-nano_hotpot_task76_2
hotpot,554,gpt-5-nano_hotpot_task79_1
hotpot,555,gpt-5-nano_hotpot_task79_2
hotpot,556,gpt-5-nano_hotpot_task79_3
hotpot,557,gpt-5-nano_hotpot_task80_3
hotpot,558,gpt-5-nano_hotpot_task82_2
hotpot,559,gpt-5-nano_hotpot_task83_1
hotpot,560,gpt-5-nano_hotpot_task85_2
hotpot,561,gpt-5-nano_hotpot_task86_1
hotpot,562,gpt-5-nano_hotpot_task86_2
hotpot,563,gpt-5-nano_hotpot_task86_3
hotpot,564,gpt-5-nano_hotpot_task89_1
hotpot,565,gpt-5-nano_hotpot_task89_3
hotpot,566,gpt-5-nano_hotpot_task90_1
hotpot,567,gpt-5-nano_hotpot_task90_2
hotpot,568,gpt-5-nano_hotpot_task91_1
hotpot,569,gpt-5-nano_hotpot_task92_1
hotpot,570,gpt-5-nano_hotpot_task92_2
hotpot,571,gpt-5-nano_hotpot_task93_1
hotpot,572,gpt-5-nano_hotpot_task93_2
hotpot,573,gpt-5-nano_hotpot_task93_3
hotpot,574,gpt-5-nano_hotpot_task95_1
hotpot,575,gpt-5-nano_hotpot_task97_1
hotpot,576,gpt-5-nano_hotpot_task97_2
hotpot,577,gpt-5-nano_hotpot_task97_3
hotpot,578,gpt-5-nano_hotpot_task99_2
math500,1,gpt-4o-mini_math500_task118_1
math500,2,gpt-4o-mini_math500_task118_3
math500,3,gpt-4o-mini_math500_task12_1
math500,4,gpt-4o-mini_math500_task12_3
math500,5,gpt-4o-mini_math500_task135_2
math500,6,gpt-4o-mini_math500_task145_2
math500,7,gpt-4o-mini_math500_task150_3
math500,8,gpt-4o-mini_math500_task151_1
math500,9,gpt-4o-mini_math500_task151_2
math500,10,gpt-4o-mini_math500_task151_3
math500,11,gpt-4o-mini_math500_task15_1
math500,12,gpt-4o-mini_math500_task15_2
math500,13,gpt-4o-mini_math500_task162_2
math500,14,gpt-4o-mini_math500_task162_3
math500,15,gpt-4o-mini_math500_task190_1
math500,16,gpt-4o-mini_math500_task194_1
math500,17,gpt-4o-mini_math500_task194_3
math500,18,gpt-4o-mini_math500_task202_3
math500,19,gpt-4o-mini_math500_task214_1
math500,20,gpt-4o-mini_math500_task220_1
math500,21,gpt-4o-mini_math500_task232_2
math500,22,gpt-4o-mini_math500_task232_3
math500,23,gpt-4o-mini_math500_task23_1
math500,24,gpt-4o-mini_math500_task241_2
math500,25,gpt-4o-mini_math500_task254_2
math500,26,gpt-4o-mini_math500_task276_1
math500,27,gpt-4o-mini_math500_task276_2
math500,28,gpt-4o-mini_math500_task276_3
math500,29,gpt-4o-mini_math500_task313_1
math500,30,gpt-4o-mini_math500_task313_2
math500,31,gpt-4o-mini_math500_task313_3
math500,32,gpt-4o-mini_math500_task321_3
math500,33,gpt-4o-mini_math500_task323_1
math500,34,gpt-4o-mini_math500_task323_2
math500,35,gpt-4o-mini_math500_task330_1
math500,36,gpt-4o-mini_math500_task330_2
math500,37,gpt-4o-mini_math500_task330_3
math500,38,gpt-4o-mini_math500_task355_1
math500,39,gpt-4o-mini_math500_task355_3
math500,40,gpt-4o-mini_math500_task356_1
math500,41,gpt-4o-mini_math500_task365_2
math500,42,gpt-4o-mini_math500_task365_3
math500,43,gpt-4o-mini_math500_task373_2
math500,44,gpt-4o-mini_math500_task382_1
math500,45,gpt-4o-mini_math500_task385_1
math500,46,gpt-4o-mini_math500_task388_2
math500,47,gpt-4o-mini_math500_task388_3
math500,48,gpt-4o-mini_math500_task391_2
math500,49,gpt-4o-mini_math500_task394_1
math500,50,gpt-4o-mini_math500_task400_2
math500,51,gpt-4o-mini_math500_task401_2
math500,52,gpt-4o-mini_math500_task408_2
math500,53,gpt-4o-mini_math500_task435_3
math500,54,gpt-4o-mini_math500_task44_1
math500,55,gpt-4o-mini_math500_task459_3
math500,56,gpt-4o-mini_math500_task62_2
math500,57,gpt-4o-mini_math500_task96_1
math500,58,gpt-4o-mini_math500_task96_3
math500,59,gpt-4o-mini_math500_task9_1
math500,60,gpt-5-nano_math500_task101_1
math500,61,gpt-5-nano_math500_task101_3
math500,62,gpt-5-nano_math500_task103_1
math500,63,gpt-5-nano_math500_task109_1
math500,64,gpt-5-nano_math500_task109_2
math500,65,gpt-5-nano_math500_task12_1
math500,66,gpt-5-nano_math500_task12_3
math500,67,gpt-5-nano_math500_task135_2
math500,68,gpt-5-nano_math500_task136_1
math500,69,gpt-5-nano_math500_task136_2
math500,70,gpt-5-nano_math500_task142_1
math500,71,gpt-5-nano_math500_task142_3
math500,72,gpt-5-nano_math500_task150_1
math500,73,gpt-5-nano_math500_task150_3
math500,74,gpt-5-nano_math500_task151_1
math500,75,gpt-5-nano_math500_task151_3
math500,76,gpt-5-nano_math500_task152_2
math500,77,gpt-5-nano_math500_task15_2
math500,78,gpt-5-nano_math500_task162_3
math500,79,gpt-5-nano_math500_task166_3
math500,80,gpt-5-nano_math500_task168_2
math500,81,gpt-5-nano_math500_task168_3
math500,82,gpt-5-nano_math500_task173_1
math500,83,gpt-5-nano_math500_task184_1
math500,84,gpt-5-nano_math500_task190_3
math500,85,gpt-5-nano_math500_task194_3
math500,86,gpt-5-nano_math500_task202_1
math500,87,gpt-5-nano_math500_task202_3
math500,88,gpt-5-nano_math500_task204_2
math500,89,gpt-5-nano_math500_task204_3
math500,90,gpt-5-nano_math500_task214_3
math500,91,gpt-5-nano_math500_task232_1
math500,92,gpt-5-nano_math500_task238_2
math500,93,gpt-5-nano_math500_task239_1
math500,94,gpt-5-nano_math500_task241_2
math500,95,gpt-5-nano_math500_task242_3
math500,96,gpt-5-nano_math500_task24_3
math500,97,gpt-5-nano_math500_task251_1
math500,98,gpt-5-nano_math500_task251_3
math500,99,gpt-5-nano_math500_task274_3
math500,100,gpt-5-nano_math500_task279_2
math500,101,gpt-5-nano_math500_task288_3
math500,102,gpt-5-nano_math500_task303_1
math500,103,gpt-5-nano_math500_task303_2
math500,104,gpt-5-nano_math500_task306_2
math500,105,gpt-5-nano_math500_task308_1
math500,106,gpt-5-nano_math500_task317_1
math500,107,gpt-5-nano_math500_task317_2
math500,108,gpt-5-nano_math500_task320_2
math500,109,gpt-5-nano_math500_task320_3
math500,110,gpt-5-nano_math500_task321_2
math500,111,gpt-5-nano_math500_task327_1
math500,112,gpt-5-nano_math500_task327_3
math500,113,gpt-5-nano_math500_task328_1
math500,114,gpt-5-nano_math500_task328_3
math500,115,gpt-5-nano_math500_task330_1
math500,116,gpt-5-nano_math500_task330_2
math500,117,gpt-5-nano_math500_task381_1
math500,118,gpt-5-nano_math500_task382_1
math500,119,gpt-5-nano_math500_task385_1
math500,120,gpt-5-nano_math500_task388_1
math500,121,gpt-5-nano_math500_task391_3
math500,122,gpt-5-nano_math500_task392_1
math500,123,gpt-5-nano_math500_task392_2
math500,124,gpt-5-nano_math500_task394_1
math500,125,gpt-5-nano_math500_task394_3
math500,126,gpt-5-nano_math500_task400_2
math500,127,gpt-5-nano_math500_task400_3
math500,128,gpt-5-nano_math500_task422_1
math500,129,gpt-5-nano_math500_task422_2
math500,130,gpt-5-nano_math500_task425_1
math500,131,gpt-5-nano_math500_task432_2
math500,132,gpt-5-nano_math500_task435_1
math500,133,gpt-5-nano_math500_task43_3
math500,134,gpt-5-nano_math500_task444_3
math500,135,gpt-5-nano_math500_task450_1
math500,136,gpt-5-nano_math500_task466_1
math500,137,gpt-5-nano_math500_task478_2
math500,138,gpt-5-nano_math500_task478_3
math500,139,gpt-5-nano_math500_task47_1
math500,140,gpt-5-nano_math500_task47_3
math500,141,gpt-5-nano_math500_task482_2
math500,142,gpt-5-nano_math500_task493_1
math500,143,gpt-5-nano_math500_task493_2
math500,144,gpt-5-nano_math500_task493_3
math500,145,gpt-5-nano_math500_task497_1
math500,146,gpt-5-nano_math500_task497_2
math500,147,gpt-5-nano_math500_task52_1
math500,148,gpt-5-nano_math500_task63_1
math500,149,gpt-5-nano_math500_task63_2
math500,150,gpt-5-nano_math500_task63_3
math500,151,gpt-5-nano_math500_task80_3
math500,152,gpt-5-nano_math500_task82_1
math500,153,gpt-5-nano_math500_task82_3
math500,154,gpt-5-nano_math500_task88_3
math500,155,gpt-5-nano_math500_task94_1
math500,156,gpt-5-nano_math500_task96_1
math500,157,gpt-5-nano_math500_task96_2
mmlu_pro,1,gpt-4o-mini_mmlu_pro_task0_1
mmlu_pro,2,gpt-4o-mini_mmlu_pro_task100_1
mmlu_pro,3,gpt-4o-mini_mmlu_pro_task105_1
mmlu_pro,4,gpt-4o-mini_mmlu_pro_task109_1
mmlu_pro,5,gpt-4o-mini_mmlu_pro_task10_1
mmlu_pro,6,gpt-4o-mini_mmlu_pro_task118_1
mmlu_pro,7,gpt-4o-mini_mmlu_pro_task119_1
mmlu_pro,8,gpt-4o-mini_mmlu_pro_task120_1
mmlu_pro,9,gpt-4o-mini_mmlu_pro_task126_1
mmlu_pro,10,gpt-4o-mini_mmlu_pro_task12_1
mmlu_pro,11,gpt-4o-mini_mmlu_pro_task148_1
mmlu_pro,12,gpt-4o-mini_mmlu_pro_task15_1
mmlu_pro,13,gpt-4o-mini_mmlu_pro_task177_1
mmlu_pro,14,gpt-4o-mini_mmlu_pro_task17_1
mmlu_pro,15,gpt-4o-mini_mmlu_pro_task186_1
mmlu_pro,16,gpt-4o-mini_mmlu_pro_task188_1
mmlu_pro,17,gpt-4o-mini_mmlu_pro_task191_1
mmlu_pro,18,gpt-4o-mini_mmlu_pro_task194_1
mmlu_pro,19,gpt-4o-mini_mmlu_pro_task197_1
mmlu_pro,20,gpt-4o-mini_mmlu_pro_task198_1
mmlu_pro,21,gpt-4o-mini_mmlu_pro_task1_1
mmlu_pro,22,gpt-4o-mini_mmlu_pro_task4_1
mmlu_pro,23,gpt-4o-mini_mmlu_pro_task54_1
mmlu_pro,24,gpt-4o-mini_mmlu_pro_task69_1
mmlu_pro,25,gpt-5-nano_mmlu_pro_task100_1
mmlu_pro,26,gpt-5-nano_mmlu_pro_task105_1
mmlu_pro,27,gpt-5-nano_mmlu_pro_task108_1
mmlu_pro,28,gpt-5-nano_mmlu_pro_task109_1
mmlu_pro,29,gpt-5-nano_mmlu_pro_task10_1
mmlu_pro,30,gpt-5-nano_mmlu_pro_task116_1
mmlu_pro,31,gpt-5-nano_mmlu_pro_task119_1
mmlu_pro,32,gpt-5-nano_mmlu_pro_task120_1
mmlu_pro,33,gpt-5-nano_mmlu_pro_task123_1
mmlu_pro,34,gpt-5-nano_mmlu_pro_task125_1
mmlu_pro,35,gpt-5-nano_mmlu_pro_task127_1
mmlu_pro,36,gpt-5-nano_mmlu_pro_task128_1
mmlu_pro,37,gpt-5-nano_mmlu_pro_task12_1
