new_index,orig_subset,orig_index,trajectory_id
536,hotpot,182,gpt-5-nano_hotpot_task192_2
537,hotpot,183,gpt-5-nano_hotpot_task192_3
538,hotpot,184,gpt-5-nano_hotpot_task193_1
539,hotpot,185,gpt-5-nano_hotpot_task193_2
540,hotpot,186,gpt-5-nano_hotpot_task193_3
541,hotpot,187,gpt-5-nano_hotpot_task194_1
542,hotpot,188,gpt-5-nano_hotpot_task194_2
543,hotpot,189,gpt-5-nano_hotpot_task194_3
544,hotpot,190,gpt-5-nano_hotpot_task19_1
545,hotpot,191,gpt-5-nano_hotpot_task19_2
546,hotpot,192,gpt-5-nano_hotpot_task19_3
547,hotpot,193,gpt-5-nano_hotpot_task1_3
548,hotpot,194,gpt-5-nano_hotpot_task200_2
549,hotpot,195,gpt-5-nano_hotpot_task200_3
550,hotpot,196,gpt-5-nano_hotpot_task203_3
551,hotpot,197,gpt-5-nano_hotpot_task205_1
552,hotpot,198,gpt-5-nano_hotpot_task205_2
553,hotpot,199,gpt-5-nano_hotpot_task205_3
554,hotpot,200,gpt-5-nano_hotpot_task20_2
555,hotpot,201,gpt-5-nano_hotpot_task211_1
556,hotpot,202,gpt-5-nano_hotpot_task211_2
557,hotpot,203,gpt-5-nano_hotpot_task211_3
558,hotpot,204,gpt-5-nano_hotpot_task213_1
559,hotpot,205,gpt-5-nano_hotpot_task213_2
560,hotpot,206,gpt-5-nano_hotpot_task214_2
561,hotpot,207,gpt-5-nano_hotpot_task215_1
562,hotpot,208,gpt-5-nano_hotpot_task215_2
563,hotpot,209,gpt-5-nano_hotpot_task216_1
564,hotpot,210,gpt-5-nano_hotpot_task216_2
565,hotpot,211,gpt-5-nano_hotpot_task217_3
566,hotpot,212,gpt-5-nano_hotpot_task220_2
567,hotpot,213,gpt-5-nano_hotpot_task222_1
568,hotpot,214,gpt-5-nano_hotpot_task222_3
569,hotpot,215,gpt-5-nano_hotpot_task223_1
570,hotpot,216,gpt-5-nano_hotpot_task223_2
571,hotpot,217,gpt-5-nano_hotpot_task225_1
572,hotpot,218,gpt-5-nano_hotpot_task225_2
573,hotpot,219,gpt-5-nano_hotpot_task228_1
574,hotpot,220,gpt-5-nano_hotpot_task228_3
575,hotpot,221,gpt-5-nano_hotpot_task22_1
576,hotpot,222,gpt-5-nano_hotpot_task230_2
577,hotpot,223,gpt-5-nano_hotpot_task231_3
578,hotpot,224,gpt-5-nano_hotpot_task232_1
579,hotpot,225,gpt-5-nano_hotpot_task234_1
580,hotpot,226,gpt-5-nano_hotpot_task235_3
581,hotpot,227,gpt-5-nano_hotpot_task236_2
582,hotpot,228,gpt-5-nano_hotpot_task237_1
583,hotpot,229,gpt-5-nano_hotpot_task237_3
584,hotpot,230,gpt-5-nano_hotpot_task238_2
585,hotpot,231,gpt-5-nano_hotpot_task239_2
586,hotpot,232,gpt-5-nano_hotpot_task242_3
587,hotpot,233,gpt-5-nano_hotpot_task244_1
588,hotpot,234,gpt-5-nano_hotpot_task244_2
589,hotpot,235,gpt-5-nano_hotpot_task244_3
590,hotpot,236,gpt-5-nano_hotpot_task245_1
591,hotpot,237,gpt-5-nano_hotpot_task245_2
592,hotpot,238,gpt-5-nano_hotpot_task245_3
593,hotpot,239,gpt-5-nano_hotpot_task246_1
594,hotpot,240,gpt-5-nano_hotpot_task246_2
595,hotpot,241,gpt-5-nano_hotpot_task246_3
596,hotpot,242,gpt-5-nano_hotpot_task247_2
597,hotpot,243,gpt-5-nano_hotpot_task248_1
598,hotpot,244,gpt-5-nano_hotpot_task248_3
599,hotpot,245,gpt-5-nano_hotpot_task249_1
600,hotpot,246,gpt-5-nano_hotpot_task249_2
601,hotpot,247,gpt-5-nano_hotpot_task249_3
602,hotpot,248,gpt-5-nano_hotpot_task24_1
603,hotpot,249,gpt-5-nano_hotpot_task250_2
604,hotpot,250,gpt-5-nano_hotpot_task251_3
605,hotpot,251,gpt-5-nano_hotpot_task255_1
606,hotpot,252,gpt-5-nano_hotpot_task255_2
607,hotpot,253,gpt-5-nano_hotpot_task255_3
608,hotpot,254,gpt-5-nano_hotpot_task256_2
609,hotpot,255,gpt-5-nano_hotpot_task256_3
610,hotpot,256,gpt-5-nano_hotpot_task25_2
611,hotpot,257,gpt-5-nano_hotpot_task260_2
612,hotpot,258,gpt-5-nano_hotpot_task260_3
613,hotpot,259,gpt-5-nano_hotpot_task261_1
614,hotpot,260,gpt-5-nano_hotpot_task261_2
615,hotpot,261,gpt-5-nano_hotpot_task261_3
616,hotpot,262,gpt-5-nano_hotpot_task262_3
617,hotpot,263,gpt-5-nano_hotpot_task263_3
618,hotpot,264,gpt-5-nano_hotpot_task265_1
619,hotpot,265,gpt-5-nano_hotpot_task265_3
620,hotpot,266,gpt-5-nano_hotpot_task269_2
621,hotpot,267,gpt-5-nano_hotpot_task26_1
622,hotpot,268,gpt-5-nano_hotpot_task26_3
623,hotpot,269,gpt-5-nano_hotpot_task270_1
624,hotpot,270,gpt-5-nano_hotpot_task270_3
625,hotpot,271,gpt-5-nano_hotpot_task272_1
626,hotpot,272,gpt-5-nano_hotpot_task272_2
627,hotpot,273,gpt-5-nano_hotpot_task274_2
628,hotpot,274,gpt-5-nano_hotpot_task274_3
629,hotpot,275,gpt-5-nano_hotpot_task27_2
630,hotpot,276,gpt-5-nano_hotpot_task27_3
631,hotpot,277,gpt-5-nano_hotpot_task283_2
632,hotpot,278,gpt-5-nano_hotpot_task284_1
633,hotpot,279,gpt-5-nano_hotpot_task285_2
634,hotpot,280,gpt-5-nano_hotpot_task286_1
635,hotpot,281,gpt-5-nano_hotpot_task286_2
636,hotpot,282,gpt-5-nano_hotpot_task286_3
637,hotpot,283,gpt-5-nano_hotpot_task287_3
638,hotpot,284,gpt-5-nano_hotpot_task288_1
639,hotpot,285,gpt-5-nano_hotpot_task288_2
640,hotpot,286,gpt-5-nano_hotpot_task288_3
641,hotpot,287,gpt-5-nano_hotpot_task290_3
642,hotpot,288,gpt-5-nano_hotpot_task293_3
643,hotpot,289,gpt-5-nano_hotpot_task295_1
644,hotpot,290,gpt-5-nano_hotpot_task295_2
645,hotpot,291,gpt-5-nano_hotpot_task297_2
646,hotpot,292,gpt-5-nano_hotpot_task297_3
647,hotpot,293,gpt-5-nano_hotpot_task298_1
648,hotpot,294,gpt-5-nano_hotpot_task298_2
649,hotpot,295,gpt-5-nano_hotpot_task298_3
650,hotpot,296,gpt-5-nano_hotpot_task300_2
651,hotpot,297,gpt-5-nano_hotpot_task300_3
652,hotpot,298,gpt-5-nano_hotpot_task303_2
653,hotpot,299,gpt-5-nano_hotpot_task304_2
654,hotpot,300,gpt-5-nano_hotpot_task305_1
655,hotpot,301,gpt-5-nano_hotpot_task305_2
656,hotpot,302,gpt-5-nano_hotpot_task306_2
657,hotpot,303,gpt-5-nano_hotpot_task306_3
658,hotpot,304,gpt-5-nano_hotpot_task307_2
659,hotpot,305,gpt-5-nano_hotpot_task308_1
660,hotpot,306,gpt-5-nano_hotpot_task308_3
661,hotpot,307,gpt-5-nano_hotpot_task309_1
662,hotpot,308,gpt-5-nano_hotpot_task309_3
663,hotpot,309,gpt-5-nano_hotpot_task310_2
664,hotpot,310,gpt-5-nano_hotpot_task313_1
665,hotpot,311,gpt-5-nano_hotpot_task316_2
666,hotpot,312,gpt-5-nano_hotpot_task316_3
667,hotpot,313,gpt-5-nano_hotpot_task317_2
668,hotpot,314,gpt-5-nano_hotpot_task318_1
669,hotpot,315,gpt-5-nano_hotpot_task318_3
670,hotpot,316,gpt-5-nano_hotpot_task319_2
671,hotpot,317,gpt-5-nano_hotpot_task31_1
672,hotpot,318,gpt-5-nano_hotpot_task321_1
673,hotpot,319,gpt-5-nano_hotpot_task321_3
674,hotpot,320,gpt-5-nano_hotpot_task322_1
675,hotpot,321,gpt-5-nano_hotpot_task322_3
676,hotpot,322,gpt-5-nano_hotpot_task323_1
677,hotpot,323,gpt-5-nano_hotpot_task323_2
678,hotpot,324,gpt-5-nano_hotpot_task324_2
679,hotpot,325,gpt-5-nano_hotpot_task324_3
680,hotpot,326,gpt-5-nano_hotpot_task325_2
681,hotpot,327,gpt-5-nano_hotpot_task327_2
682,hotpot,328,gpt-5-nano_hotpot_task328_1
683,hotpot,329,gpt-5-nano_hotpot_task329_2
684,hotpot,330,gpt-5-nano_hotpot_task329_3
685,hotpot,331,gpt-5-nano_hotpot_task32_3
686,hotpot,332,gpt-5-nano_hotpot_task331_1
687,hotpot,333,gpt-5-nano_hotpot_task334_2
688,hotpot,334,gpt-5-nano_hotpot_task334_3
689,hotpot,335,gpt-5-nano_hotpot_task335_3
690,hotpot,336,gpt-5-nano_hotpot_task337_1
691,hotpot,337,gpt-5-nano_hotpot_task337_2
692,hotpot,338,gpt-5-nano_hotpot_task337_3
693,hotpot,339,gpt-5-nano_hotpot_task339_2
694,hotpot,340,gpt-5-nano_hotpot_task339_3
695,hotpot,341,gpt-5-nano_hotpot_task33_2
696,hotpot,342,gpt-5-nano_hotpot_task341_1
697,hotpot,343,gpt-5-nano_hotpot_task341_3
698,hotpot,344,gpt-5-nano_hotpot_task342_1
699,hotpot,345,gpt-5-nano_hotpot_task343_1
700,hotpot,346,gpt-5-nano_hotpot_task343_2
701,hotpot,347,gpt-5-nano_hotpot_task343_3
702,hotpot,348,gpt-5-nano_hotpot_task344_1
703,hotpot,349,gpt-5-nano_hotpot_task344_3
704,hotpot,350,gpt-5-nano_hotpot_task346_1
705,hotpot,351,gpt-5-nano_hotpot_task346_2
706,hotpot,352,gpt-5-nano_hotpot_task346_3
707,hotpot,353,gpt-5-nano_hotpot_task347_1
708,hotpot,354,gpt-5-nano_hotpot_task348_2
709,hotpot,355,gpt-5-nano_hotpot_task349_3
710,hotpot,356,gpt-5-nano_hotpot_task34_3
711,hotpot,357,gpt-5-nano_hotpot_task350_1
712,hotpot,358,gpt-5-nano_hotpot_task350_2
713,hotpot,359,gpt-5-nano_hotpot_task350_3
714,hotpot,360,gpt-5-nano_hotpot_task351_2
715,hotpot,361,gpt-5-nano_hotpot_task351_3
716,hotpot,362,gpt-5-nano_hotpot_task352_2
717,hotpot,363,gpt-5-nano_hotpot_task354_1
718,hotpot,364,gpt-5-nano_hotpot_task354_2
719,hotpot,365,gpt-5-nano_hotpot_task355_1
720,hotpot,366,gpt-5-nano_hotpot_task356_1
721,hotpot,367,gpt-5-nano_hotpot_task357_1
722,hotpot,368,gpt-5-nano_hotpot_task359_3
723,hotpot,369,gpt-5-nano_hotpot_task360_1
724,hotpot,370,gpt-5-nano_hotpot_task360_3
725,hotpot,371,gpt-5-nano_hotpot_task361_1
726,hotpot,372,gpt-5-nano_hotpot_task361_2
727,hotpot,373,gpt-5-nano_hotpot_task361_3
728,hotpot,374,gpt-5-nano_hotpot_task362_1
729,hotpot,375,gpt-5-nano_hotpot_task362_2
730,hotpot,376,gpt-5-nano_hotpot_task363_1
731,hotpot,377,gpt-5-nano_hotpot_task367_2
732,hotpot,378,gpt-5-nano_hotpot_task367_3
733,hotpot,379,gpt-5-nano_hotpot_task369_1
734,hotpot,380,gpt-5-nano_hotpot_task369_2
735,hotpot,381,gpt-5-nano_hotpot_task36_1
736,hotpot,382,gpt-5-nano_hotpot_task36_3
737,hotpot,383,gpt-5-nano_hotpot_task370_2
738,hotpot,384,gpt-5-nano_hotpot_task371_2
739,hotpot,385,gpt-5-nano_hotpot_task372_1
740,hotpot,386,gpt-5-nano_hotpot_task372_2
741,hotpot,387,gpt-5-nano_hotpot_task373_1
742,hotpot,388,gpt-5-nano_hotpot_task373_2
743,hotpot,389,gpt-5-nano_hotpot_task374_1
744,hotpot,390,gpt-5-nano_hotpot_task374_2
745,hotpot,391,gpt-5-nano_hotpot_task375_1
746,hotpot,392,gpt-5-nano_hotpot_task375_3
747,hotpot,393,gpt-5-nano_hotpot_task378_2
748,hotpot,394,gpt-5-nano_hotpot_task37_1
749,hotpot,395,gpt-5-nano_hotpot_task37_2
750,hotpot,396,gpt-5-nano_hotpot_task37_3
751,hotpot,397,gpt-5-nano_hotpot_task380_1
752,hotpot,398,gpt-5-nano_hotpot_task380_2
753,hotpot,399,gpt-5-nano_hotpot_task380_3
754,hotpot,400,gpt-5-nano_hotpot_task382_1
755,hotpot,401,gpt-5-nano_hotpot_task382_3
756,hotpot,402,gpt-5-nano_hotpot_task384_2
757,hotpot,403,gpt-5-nano_hotpot_task384_3
758,hotpot,404,gpt-5-nano_hotpot_task385_1
759,hotpot,405,gpt-5-nano_hotpot_task385_2
760,hotpot,406,gpt-5-nano_hotpot_task386_2
761,hotpot,407,gpt-5-nano_hotpot_task386_3
762,hotpot,408,gpt-5-nano_hotpot_task387_2
763,hotpot,409,gpt-5-nano_hotpot_task387_3
764,hotpot,410,gpt-5-nano_hotpot_task38_1
765,hotpot,411,gpt-5-nano_hotpot_task38_2
766,hotpot,412,gpt-5-nano_hotpot_task38_3
767,hotpot,413,gpt-5-nano_hotpot_task390_1
768,hotpot,414,gpt-5-nano_hotpot_task390_2
769,hotpot,415,gpt-5-nano_hotpot_task392_1
770,hotpot,416,gpt-5-nano_hotpot_task392_2
771,hotpot,417,gpt-5-nano_hotpot_task392_3
772,hotpot,418,gpt-5-nano_hotpot_task395_1
773,hotpot,419,gpt-5-nano_hotpot_task395_2
774,hotpot,420,gpt-5-nano_hotpot_task395_3
775,hotpot,421,gpt-5-nano_hotpot_task398_2
776,hotpot,422,gpt-5-nano_hotpot_task399_1
777,hotpot,423,gpt-5-nano_hotpot_task399_2
778,hotpot,424,gpt-5-nano_hotpot_task3_1
779,hotpot,425,gpt-5-nano_hotpot_task3_2
780,hotpot,426,gpt-5-nano_hotpot_task401_1
781,hotpot,427,gpt-5-nano_hotpot_task401_2
782,hotpot,428,gpt-5-nano_hotpot_task401_3
783,hotpot,429,gpt-5-nano_hotpot_task407_3
784,hotpot,430,gpt-5-nano_hotpot_task408_1
785,hotpot,431,gpt-5-nano_hotpot_task408_2
786,hotpot,432,gpt-5-nano_hotpot_task409_2
787,hotpot,433,gpt-5-nano_hotpot_task409_3
788,hotpot,434,gpt-5-nano_hotpot_task410_2
789,hotpot,435,gpt-5-nano_hotpot_task410_3
790,hotpot,436,gpt-5-nano_hotpot_task412_1
791,hotpot,437,gpt-5-nano_hotpot_task412_2
792,hotpot,438,gpt-5-nano_hotpot_task412_3
793,hotpot,439,gpt-5-nano_hotpot_task413_1
794,hotpot,440,gpt-5-nano_hotpot_task413_2
795,hotpot,441,gpt-5-nano_hotpot_task413_3
796,hotpot,442,gpt-5-nano_hotpot_task415_1
797,hotpot,443,gpt-5-nano_hotpot_task415_3
798,hotpot,444,gpt-5-nano_hotpot_task41_2
799,hotpot,445,gpt-5-nano_hotpot_task420_1
800,hotpot,446,gpt-5-nano_hotpot_task420_2
801,hotpot,447,gpt-5-nano_hotpot_task426_2
802,hotpot,448,gpt-5-nano_hotpot_task426_3
803,hotpot,449,gpt-5-nano_hotpot_task429_2
804,hotpot,450,gpt-5-nano_hotpot_task42_1
805,hotpot,451,gpt-5-nano_hotpot_task42_3
806,hotpot,452,gpt-5-nano_hotpot_task430_3
807,hotpot,453,gpt-5-nano_hotpot_task431_2
808,hotpot,454,gpt-5-nano_hotpot_task432_1
809,hotpot,455,gpt-5-nano_hotpot_task432_2
810,hotpot,456,gpt-5-nano_hotpot_task434_2
811,hotpot,457,gpt-5-nano_hotpot_task440_1
812,hotpot,458,gpt-5-nano_hotpot_task440_2
813,hotpot,459,gpt-5-nano_hotpot_task440_3
814,hotpot,460,gpt-5-nano_hotpot_task441_2
815,hotpot,461,gpt-5-nano_hotpot_task445_1
816,hotpot,462,gpt-5-nano_hotpot_task445_2
817,hotpot,463,gpt-5-nano_hotpot_task447_1
818,hotpot,464,gpt-5-nano_hotpot_task447_2
819,hotpot,465,gpt-5-nano_hotpot_task448_1
820,hotpot,466,gpt-5-nano_hotpot_task44_1
821,hotpot,467,gpt-5-nano_hotpot_task44_2
822,hotpot,468,gpt-5-nano_hotpot_task450_1
823,hotpot,469,gpt-5-nano_hotpot_task451_2
824,hotpot,470,gpt-5-nano_hotpot_task451_3
825,hotpot,471,gpt-5-nano_hotpot_task452_1
826,hotpot,472,gpt-5-nano_hotpot_task452_2
827,hotpot,473,gpt-5-nano_hotpot_task452_3
828,hotpot,474,gpt-5-nano_hotpot_task454_2
829,hotpot,475,gpt-5-nano_hotpot_task454_3
830,hotpot,476,gpt-5-nano_hotpot_task455_1
831,hotpot,477,gpt-5-nano_hotpot_task455_2
832,hotpot,478,gpt-5-nano_hotpot_task455_3
833,hotpot,479,gpt-5-nano_hotpot_task456_1
834,hotpot,480,gpt-5-nano_hotpot_task456_2
835,hotpot,481,gpt-5-nano_hotpot_task458_2
836,hotpot,482,gpt-5-nano_hotpot_task458_3
837,hotpot,483,gpt-5-nano_hotpot_task459_2
838,hotpot,484,gpt-5-nano_hotpot_task459_3
839,hotpot,485,gpt-5-nano_hotpot_task461_2
840,hotpot,486,gpt-5-nano_hotpot_task463_1
841,hotpot,487,gpt-5-nano_hotpot_task463_3
842,hotpot,488,gpt-5-nano_hotpot_task467_1
843,hotpot,489,gpt-5-nano_hotpot_task467_2
844,hotpot,490,gpt-5-nano_hotpot_task467_3
845,hotpot,491,gpt-5-nano_hotpot_task468_2
846,hotpot,492,gpt-5-nano_hotpot_task468_3
847,hotpot,493,gpt-5-nano_hotpot_task46_2
848,hotpot,494,gpt-5-nano_hotpot_task471_2
849,hotpot,495,gpt-5-nano_hotpot_task472_1
850,hotpot,496,gpt-5-nano_hotpot_task472_2
851,hotpot,497,gpt-5-nano_hotpot_task474_1
852,hotpot,498,gpt-5-nano_hotpot_task474_2
853,hotpot,499,gpt-5-nano_hotpot_task476_2
854,hotpot,500,gpt-5-nano_hotpot_task477_1
855,hotpot,501,gpt-5-nano_hotpot_task477_2
856,hotpot,502,gpt-5-nano_hotpot_task477_3
857,hotpot,503,gpt-5-nano_hotpot_task478_3
858,hotpot,504,gpt-5-nano_hotpot_task479_2
859,hotpot,505,gpt-5-nano_hotpot_task47_1
860,hotpot,506,gpt-5-nano_hotpot_task483_1
861,hotpot,507,gpt-5-nano_hotpot_task483_2
862,hotpot,508,gpt-5-nano_hotpot_task483_3
863,hotpot,509,gpt-5-nano_hotpot_task486_1
864,hotpot,510,gpt-5-nano_hotpot_task486_3
865,hotpot,511,gpt-5-nano_hotpot_task488_1
866,hotpot,512,gpt-5-nano_hotpot_task488_2
867,hotpot,513,gpt-5-nano_hotpot_task491_1
868,hotpot,514,gpt-5-nano_hotpot_task491_3
869,hotpot,515,gpt-5-nano_hotpot_task493_1
870,hotpot,516,gpt-5-nano_hotpot_task493_2
871,hotpot,517,gpt-5-nano_hotpot_task493_3
872,hotpot,518,gpt-5-nano_hotpot_task494_1
873,hotpot,519,gpt-5-nano_hotpot_task497_1
874,hotpot,520,gpt-5-nano_hotpot_task497_2
875,hotpot,521,gpt-5-nano_hotpot_task497_3
876,hotpot,522,gpt-5-nano_hotpot_task500_1
877,hotpot,523,gpt-5-nano_hotpot_task500_2
878,hotpot,524,gpt-5-nano_hotpot_task50_2
879,hotpot,525,gpt-5-nano_hotpot_task52_1
880,hotpot,526,gpt-5-nano_hotpot_task52_3
881,hotpot,527,gpt-5-nano_hotpot_task56_1
882,hotpot,528,gpt-5-nano_hotpot_task57_2
883,hotpot,529,gpt-5-nano_hotpot_task57_3
884,hotpot,530,gpt-5-nano_hotpot_task59_1
885,hotpot,531,gpt-5-nano_hotpot_task59_3
886,hotpot,532,gpt-5-nano_hotpot_task5_1
887,hotpot,533,gpt-5-nano_hotpot_task60_1
888,hotpot,534,gpt-5-nano_hotpot_task62_2
889,hotpot,535,gpt-5-nano_hotpot_task63_1
890,hotpot,536,gpt-5-nano_hotpot_task63_2
891,hotpot,537,gpt-5-nano_hotpot_task63_3
892,hotpot,538,gpt-5-nano_hotpot_task64_3
893,hotpot,539,gpt-5-nano_hotpot_task65_2
894,hotpot,540,gpt-5-nano_hotpot_task65_3
895,hotpot,541,gpt-5-nano_hotpot_task66_2
896,hotpot,542,gpt-5-nano_hotpot_task67_3
897,hotpot,543,gpt-5-nano_hotpot_task69_2
898,hotpot,544,gpt-5-nano_hotpot_task6_1
899,hotpot,545,gpt-5-nano_hotpot_task6_2
900,hotpot,546,gpt-5-nano_hotpot_task72_1
901,hotpot,547,gpt-5-nano_hotpot_task72_3
902,hotpot,548,gpt-5-nano_hotpot_task73_3
903,hotpot,549,gpt-5-nano_hotpot_task74_1
904,hotpot,550,gpt-5-nano_hotpot_task74_3
905,hotpot,551,gpt-5-nano_hotpot_task75_3
906,hotpot,552,gpt-5-nano_hotpot_task76_1
907,hotpot,553,gpt-5-nano_hotpot_task76_2
908,hotpot,554,gpt-5-nano_hotpot_task79_1
909,hotpot,555,gpt-5-nano_hotpot_task79_2
910,hotpot,556,gpt-5-nano_hotpot_task79_3
911,hotpot,557,gpt-5-nano_hotpot_task80_3
912,hotpot,558,gpt-5-nano_hotpot_task82_2
913,hotpot,559,gpt-5-nano_hotpot_task83_1
914,hotpot,560,gpt-5-nano_hotpot_task85_2
915,hotpot,561,gpt-5-nano_hotpot_task86_1
916,hotpot,562,gpt-5-nano_hotpot_task86_2
917,hotpot,563,gpt-5-nano_hotpot_task86_3
918,hotpot,564,gpt-5-nano_hotpot_task89_1
919,hotpot,565,gpt-5-nano_hotpot_task89_3
920,hotpot,566,gpt-5-nano_hotpot_task90_1
921,hotpot,567,gpt-5-nano_hotpot_task90_2
922,hotpot,568,gpt-5-nano_hotpot_task91_1
923,hotpot,569,gpt-5-nano_hotpot_task92_1
924,hotpot,570,gpt-5-nano_hotpot_task92_2
925,hotpot,571,gpt-5-nano_hotpot_task93_1
926,hotpot,572,gpt-5-nano_hotpot_task93_2
927,hotpot,573,gpt-5-nano_hotpot_task93_3
928,hotpot,574,gpt-5-nano_hotpot_task95_1
929,hotpot,575,gpt-5-nano_hotpot_task97_1
930,hotpot,576,gpt-5-nano_hotpot_task97_2
931,hotpot,577,gpt-5-nano_hotpot_task97_3
932,hotpot,578,gpt-5-nano_hotpot_task99_2
933,math500,1,gpt-4o-mini_math500_task118_1
934,math500,2,gpt-4o-mini_math500_task118_3
935,math500,3,gpt-4o-mini_math500_task12_1
936,math500,4,gpt-4o-mini_math500_task12_3
937,math500,5,gpt-4o-mini_math500_task135_2
938,math500,6,gpt-4o-mini_math500_task145_2
939,math500,7,gpt-4o-mini_math500_task150_3
940,math500,8,gpt-4o-mini_math500_task151_1
941,math500,9,gpt-4o-mini_math500_task151_2
942,math500,10,gpt-4o-mini_math500_task151_3
943,math500,11,gpt-4o-mini_math500_task15_1
944,math500,12,gpt-4o-mini_math500_task15_2
945,math500,13,gpt-4o-mini_math500_task162_2
946,math500,14,gpt-4o-mini_math500_task162_3
947,math500,15,gpt-4o-mini_math500_task190_1
948,math500,16,gpt-4o-mini_math500_task194_1
949,math500,17,gpt-4o-mini_math500_task194_3
950,math500,18,gpt-4o-mini_math500_task202_3
951,math500,19,gpt-4o-mini_math500_task214_1
952,math500,20,gpt-4o-mini_math500_task220_1
953,math500,21,gpt-4o-mini_math500_task232_2
954,math500,22,gpt-4o-mini_math500_task232_3
955,math500,23,gpt-4o-mini_math500_task23_1
956,math500,24,gpt-4o-mini_math500_task241_2
957,math500,25,gpt-4o-mini_math500_task254_2
958,math500,26,gpt-4o-mini_math500_task276_1
959,math500,27,gpt-4o-mini_math500_task276_2
960,math500,28,gpt-4o-mini_math500_task276_3
961,math500,29,gpt-4o-mini_math500_task313_1
962,math500,30,gpt-4o-mini_math500_task313_2
963,math500,31,gpt-4o-mini_math500_task313_3
964,math500,32,gpt-4o-mini_math500_task321_3
965,math500,33,gpt-4o-mini_math500_task323_1
966,math500,34,gpt-4o-mini_math500_task323_2
967,math500,35,gpt-4o-mini_math500_task330_1
968,math500,36,gpt-4o-mini_math500_task330_2
969,math500,37,gpt-4o-mini_math500_task330_3
970,math500,38,gpt-4o-mini_math500_task355_1
971,math500,39,gpt-4o-mini_math500_task355_3
972,math500,40,gpt-4o-mini_math500_task356_1
973,math500,41,gpt-4o-mini_math500_task365_2
974,math500,42,gpt-4o-mini_math500_task365_3
975,math500,43,gpt-4o-mini_math500_task373_2
976,math500,44,gpt-4o-mini_math500_task382_1
977,math500,45,gpt-4o-mini_math500_task385_1
978,math500,46,gpt-4o-mini_math500_task388_2
979,math500,47,gpt-4o-mini_math500_task388_3
980,math500,48,gpt-4o-mini_math500_task391_2
981,math500,49,gpt-4o-mini_math500_task394_1
982,math500,50,gpt-4o-mini_math500_task400_2
983,math500,51,gpt-4o-mini_math500_task401_2
984,math500,52,gpt-4o-mini_math500_task408_2
985,math500,53,gpt-4o-mini_math500_task435_3
986,math500,54,gpt-4o-mini_math500_task44_1
987,math500,55,gpt-4o-mini_math500_task459_3
988,math500,56,gpt-4o-mini_math500_task62_2
989,math500,57,gpt-4o-mini_math500_task96_1
990,math500,58,gpt-4o-mini_math500_task96_3
991,math500,59,gpt-4o-mini_math500_task9_1
992,math500,60,gpt-5-nano_math500_task101_1
993,math500,61,gpt-5-nano_math500_task101_3
994,math500,62,gpt-5-nano_math500_task103_1
995,math500,63,gpt-5-nano_math500_task109_1
996,math500,64,gpt-5-nano_math500_task109_2
997,math500,65,gpt-5-nano_math500_task12_1
998,math500,66,gpt-5-nano_math500_task12_3
999,math500,67,gpt-5-nano_math500_task135_2
1000,math500,68,gpt-5-nano_math500_task136_1
1001,math500,69,gpt-5-nano_math500_task136_2
1002,math500,70,gpt-5-nano_math500_task142_1
1003,math500,71,gpt-5-nano_math500_task142_3
1004,math500,72,gpt-5-nano_math500_task150_1
1005,math500,73,gpt-5-nano_math500_task150_3
1006,math500,74,gpt-5-nano_math500_task151_1
1007,math500,75,gpt-5-nano_math500_task151_3
1008,math500,76,gpt-5-nano_math500_task152_2
1009,math500,77,gpt-5-nano_math500_task15_2
1010,math500,78,gpt-5-nano_math500_task162_3
1011,math500,79,gpt-5-nano_math500_task166_3
1012,math500,80,gpt-5-nano_math500_task168_2
1013,math500,81,gpt-5-nano_math500_task168_3
1014,math500,82,gpt-5-nano_math500_task173_1
1015,math500,83,gpt-5-nano_math500_task184_1
1016,math500,84,gpt-5-nano_math500_task190_3
1017,math500,85,gpt-5-nano_math500_task194_3
1018,math500,86,gpt-5-nano_math500_task202_1
1019,math500,87,gpt-5-nano_math500_task202_3
1020,math500,88,gpt-5-nano_math500_task204_2
1021,math500,89,gpt-5-nano_math500_task204_3
1022,math500,90,gpt-5-nano_math500_task214_3
1023,math500,91,gpt-5-nano_math500_task232_1
1024,math500,92,gpt-5-nano_math500_task238_2
1025,math500,93,gpt-5-nano_math500_task239_1
1026,math500,94,gpt-5-nano_math500_task241_2
1027,math500,95,gpt-5-nano_math500_task242_3
1028,math500,96,gpt-5-nano_math500_task24_3
1029,math500,97,gpt-5-nano_math500_task251_1
1030,math500,98,gpt-5-nano_math500_task251_3
1031,math500,99,gpt-5-nano_math500_task274_3
1032,math500,100,gpt-5-nano_math500_task279_2
1033,math500,101,gpt-5-nano_math500_task288_3
1034,math500,102,gpt-5-nano_math500_task303_1
1035,math500,103,gpt-5-nano_math500_task303_2
1036,math500,104,gpt-5-nano_math500_task306_2
1037,math500,105,gpt-5-nano_math500_task308_1
1038,math500,106,gpt-5-nano_math500_task317_1
1039,math500,107,gpt-5-nano_math500_task317_2
1040,math500,108,gpt-5-nano_math500_task320_2
1041,math500,109,gpt-5-nano_math500_task320_3
1042,math500,110,gpt-5-nano_math500_task321_2
1043,math500,111,gpt-5-nano_math500_task327_1
1044,math500,112,gpt-5-nano_math500_task327_3
1045,math500,113,gpt-5-nano_math500_task328_1
1046,math500,114,gpt-5-nano_math500_task328_3
