dataset	model	subset	seeds	layer_range	gamma	w	variant	position	c_begin	c_end	is_anchor	step_acc_test	agent_acc_test	step_acc_val	agent_acc_val
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/21	0	4	False	0.2898550724637681	0.6376811594202899	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/22	0	4	False	0.2536231884057971	0.6086956521739131	0.2222222222222222	0.5370370370370371
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/23	0	4	False	0.2608695652173913	0.6086956521739131	0.2222222222222222	0.5370370370370371
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/24	0	4	False	0.23913043478260873	0.6014492753623188	0.2037037037037037	0.46296296296296297
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/25	0	4	False	0.23913043478260873	0.6231884057971014	0.1851851851851852	0.5
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/26	0	4	False	0.2318840579710145	0.6159420289855073	0.1851851851851852	0.48148148148148145
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/27	0	4	False	0.18840579710144925	0.5434782608695652	0.2037037037037037	0.46296296296296297
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/28	0	4	False	0.21739130434782608	0.572463768115942	0.2037037037037037	0.5
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/29	0	4	False	0.21739130434782608	0.5797101449275363	0.24074074074074073	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/30	0	4	False	0.16666666666666666	0.4202898550724637	0.14814814814814814	0.3703703703703703
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/31	0	4	False	0.17391304347826086	0.5072463768115942	0.037037037037037035	0.38888888888888884
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/31_normed	0	4	False	0.16666666666666666	0.5	0.05555555555555555	0.4074074074074074
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	ens-mid3	0	4	False	0.27536231884057966	0.6086956521739131	0.2037037037037037	0.5
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	embed	0	1	False	0.1521739130434782	0.48550724637681153	0.09259259259259256	0.3888888888888889
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/0	4	8	False	0.10144927536231879	0.6594202898550724	0.0555555555555555	0.648148148148148
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/1	1	2	False	0.10869565217391301	0.5942028985507247	0.11111111111111105	0.5925925925925926
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/2	3	4	False	0.1231884057971014	0.7101449275362319	0.0185185185185185	0.6111111111111112
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/3	3	4	False	0.10869565217391301	0.7028985507246377	0.05555555555555553	0.6666666666666666
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/4	0	3	False	0.18115942028985502	0.39855072463768115	0.24074074074074073	0.3888888888888889
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/5	0	5	False	0.25362318840579706	0.4565217391304348	0.2037037037037037	0.38888888888888884
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/6	0	5	False	0.2681159420289854	0.5942028985507246	0.24074074074074073	0.5555555555555555
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/7	0	4	False	0.24637681159420288	0.6086956521739131	0.1851851851851852	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/8	0	3	False	0.27536231884057966	0.5652173913043478	0.2037037037037037	0.4444444444444444
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/9	0	4	False	0.2971014492753623	0.6159420289855073	0.1666666666666666	0.5370370370370371
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/10	0	4	True	0.2971014492753623	0.6231884057971014	0.1666666666666666	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/11	0	3	False	0.2608695652173913	0.5289855072463768	0.2037037037037037	0.46296296296296297
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/12	0	2	False	0.23913043478260868	0.572463768115942	0.18518518518518515	0.46296296296296297
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/13	0	4	False	0.26811594202898553	0.5652173913043478	0.12962962962962957	0.5
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/14	0	4	False	0.28985507246376807	0.5869565217391305	0.11111111111111106	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/15	0	17	False	0.26811594202898553	0.6159420289855073	0.2037037037037037	0.5925925925925927
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/16	0	20	False	0.2971014492753623	0.6086956521739131	0.2222222222222222	0.5740740740740741
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/17	0	11	False	0.2608695652173913	0.5942028985507247	0.2222222222222222	0.5925925925925926
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/18	0	10	False	0.2826086956521739	0.6086956521739131	0.2222222222222222	0.5925925925925926
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/19	0	13	False	0.26811594202898553	0.6376811594202899	0.2222222222222222	0.5925925925925927
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/20	0	20	False	0.26811594202898553	0.6231884057971016	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/21	0	15	False	0.27536231884057966	0.6304347826086957	0.2222222222222222	0.5740740740740741
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/22	0	11	False	0.2608695652173913	0.6231884057971014	0.2222222222222222	0.5370370370370371
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/23	0	10	False	0.2826086956521739	0.6376811594202899	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/24	0	19	False	0.24637681159420288	0.6376811594202899	0.2222222222222222	0.5
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/25	0	20	False	0.22463768115942026	0.6449275362318841	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/26	0	20	False	0.20289855072463767	0.6231884057971014	0.18518518518518515	0.48148148148148145
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/27	0	5	False	0.20289855072463767	0.6231884057971014	0.18518518518518515	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/28	0	5	False	0.20289855072463767	0.6086956521739131	0.18518518518518515	0.48148148148148145
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/29	0	5	False	0.2101449275362319	0.6086956521739131	0.18518518518518515	0.5740740740740741
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/30	0	5	False	0.18840579710144925	0.47826086956521746	0.2037037037037037	0.46296296296296297
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/31	0	18	False	0.1304347826086956	0.5869565217391304	0.09259259259259256	0.5
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	act/31_normed	0	6	False	0.1521739130434782	0.5507246376811593	0.09259259259259256	0.48148148148148145
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	best-band	ens-mid3	0	4	False	0.28985507246376807	0.6086956521739131	0.2037037037037037	0.5185185185185185
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-base	embed	0	3	False	0.07751937984496124	0.24031007751937986	0.0784313725490196	0.21568627450980393
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-base	act/3	0	3	False	0.1937984496124031	0.4728682170542635	0.3137254901960784	0.5686274509803921
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-base	act/7	0	3	False	0.10077519379844962	0.26356589147286824	0.1372549019607843	0.2745098039215686
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-base	act/11	0	3	False	0.03875968992248062	0.17829457364341086	0.0588235294117647	0.19607843137254902
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-base	act/15	0	3	False	0.10852713178294575	0.22480620155038758	0.17647058823529413	0.35294117647058815
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-base	act/19	0	3	False	0.2713178294573643	0.6124031007751938	0.2352941176470588	0.5686274509803922
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-base	act/23	0	3	True	0.3333333333333333	0.5813953488372093	0.19607843137254902	0.5686274509803922
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-base	act/27	0	3	False	0.3023255813953489	0.6046511627906976	0.17647058823529413	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-base	act/31	0	3	False	0.1937984496124031	0.5813953488372093	0.1568627450980392	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-base	act/31_normed	0	3	False	0.17829457364341086	0.5658914728682171	0.17647058823529413	0.5882352941176471
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-base	ens-mid3	0	3	False	0.3255813953488372	0.5813953488372093	0.2156862745098039	0.5882352941176471
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-soap	embed	0	3	False	0.07751937984496124	0.23255813953488372	0.0784313725490196	0.2352941176470588
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-soap	act/3	0	3	False	0.27906976744186046	0.5736434108527132	0.2745098039215686	0.5882352941176471
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-soap	act/7	0	3	False	0.10852713178294575	0.27906976744186046	0.1176470588235294	0.23529411764705885
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-soap	act/11	0	3	False	0.07751937984496124	0.1937984496124031	0.09803921568627451	0.19607843137254902
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-soap	act/15	0	3	False	0.1937984496124031	0.37209302325581395	0.1176470588235294	0.392156862745098
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-soap	act/19	0	3	False	0.2945736434108527	0.6124031007751938	0.2549019607843137	0.5490196078431372
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-soap	act/23	0	3	True	0.3565891472868217	0.6046511627906976	0.21568627450980393	0.5882352941176471
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-soap	act/27	0	3	False	0.3023255813953489	0.5891472868217054	0.17647058823529413	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-soap	act/31	0	3	False	0.2170542635658915	0.5968992248062015	0.1568627450980392	0.607843137254902
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-soap	act/31_normed	0	3	False	0.2170542635658915	0.5968992248062015	0.19607843137254902	0.607843137254902
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	anchor-soap	ens-mid3	0	3	False	0.34108527131782945	0.5736434108527132	0.2156862745098039	0.5686274509803922
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	best-band	embed	2	9	False	0.20155038759689917	0.5038759689922481	0.15686274509803919	0.4705882352941176
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	best-band	act/3	0	2	False	0.20930232558139528	0.4883720930232558	0.31372549019607837	0.568627450980392
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	best-band	act/7	4	11	False	0.15503875968992245	0.5271317829457364	0.196078431372549	0.5294117647058824
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	best-band	act/11	4	6	False	0.1395348837209302	0.4883720930232558	0.196078431372549	0.5294117647058824
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	best-band	act/15	4	7	False	0.19379844961240303	0.5658914728682171	0.17647058823529407	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	best-band	act/19	0	7	False	0.27906976744186046	0.6356589147286822	0.2156862745098039	0.6274509803921569
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	best-band	act/23	0	3	True	0.3333333333333333	0.5813953488372093	0.196078431372549	0.5686274509803922
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	best-band	act/27	0	2	False	0.3178294573643411	0.6201550387596899	0.17647058823529407	0.5882352941176471
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	best-band	act/31	0	1	False	0.2325581395348837	0.62015503875969	0.2352941176470588	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	best-band	act/31_normed	0	1	False	0.23255813953488366	0.6356589147286823	0.17647058823529407	0.6274509803921569
traceelephant	qwen3.5-9b	captain	22,23,24	6-8	0.1	5	best-band	ens-mid3	0	3	False	0.3255813953488372	0.5813953488372093	0.2156862745098039	0.5882352941176471
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-base	embed	0	2	False	0.14492753623188406	0.7101449275362318	0.05555555555555555	0.5740740740740741
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-base	act/3	0	2	False	0.057971014492753624	0.608695652173913	0.05555555555555555	0.6296296296296297
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-base	act/7	0	2	False	0.06521739130434782	0.5797101449275361	0.018518518518518517	0.6296296296296297
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-base	act/11	0	2	False	0.06521739130434782	0.5289855072463768	0.037037037037037035	0.5925925925925927
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-base	act/15	0	2	False	0.057971014492753624	0.5942028985507246	0.0925925925925926	0.6851851851851851
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-base	act/19	0	2	False	0.11594202898550725	0.5144927536231885	0.07407407407407407	0.5555555555555555
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-base	act/23	0	2	True	0.2101449275362319	0.6159420289855072	0.14814814814814814	0.5185185185185185
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-base	act/27	0	2	False	0.15942028985507245	0.5942028985507246	0.07407407407407407	0.48148148148148145
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-base	act/31	0	2	False	0.09420289855072463	0.6594202898550725	0.07407407407407407	0.6296296296296297
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-base	act/31_normed	0	2	False	0.09420289855072463	0.6521739130434782	0.05555555555555555	0.5740740740740741
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-base	ens-mid3	0	2	False	0.10144927536231885	0.6014492753623188	0.0925925925925926	0.6296296296296297
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-soap	embed	0	2	False	0.12318840579710146	0.6956521739130435	0.037037037037037035	0.6481481481481481
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-soap	act/3	0	2	False	0.07246376811594203	0.6014492753623188	0.018518518518518517	0.5555555555555556
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-soap	act/7	0	2	False	0.09420289855072463	0.644927536231884	0.018518518518518517	0.5555555555555555
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-soap	act/11	0	2	False	0.10144927536231885	0.5797101449275361	0.018518518518518517	0.5
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-soap	act/15	0	2	False	0.07246376811594203	0.6956521739130435	0.07407407407407407	0.6666666666666666
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-soap	act/19	0	2	False	0.16666666666666666	0.6666666666666666	0.05555555555555555	0.611111111111111
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-soap	act/23	0	2	True	0.2318840579710145	0.6521739130434783	0.1111111111111111	0.5185185185185185
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-soap	act/27	0	2	False	0.18115942028985507	0.6304347826086957	0.0925925925925926	0.48148148148148145
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-soap	act/31	0	2	False	0.18840579710144925	0.7028985507246377	0.11111111111111112	0.648148148148148
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-soap	act/31_normed	0	2	False	0.1884057971014493	0.7101449275362319	0.12962962962962962	0.6666666666666666
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	anchor-soap	ens-mid3	0	2	False	0.15217391304347827	0.6521739130434784	0.05555555555555555	0.6296296296296297
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	best-band	embed	1	15	False	0.1666666666666666	0.6884057971014492	0.07407407407407407	0.6111111111111112
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	best-band	act/3	1	2	False	0.1014492753623188	0.572463768115942	0.07407407407407403	0.6481481481481483
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	best-band	act/7	2	4	False	0.11594202898550719	0.7028985507246377	0.14814814814814814	0.6666666666666666
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	best-band	act/11	6	10	False	0.1159420289855072	0.6521739130434783	0.12962962962962962	0.6296296296296297
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	best-band	act/15	2	17	False	0.10144927536231879	0.6666666666666666	0.11111111111111106	0.6481481481481481
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	best-band	act/19	0	5	False	0.15217391304347824	0.6014492753623188	0.09259259259259256	0.6851851851851852
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	best-band	act/23	0	2	True	0.21014492753623182	0.6159420289855072	0.1481481481481481	0.5185185185185185
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	best-band	act/27	0	5	False	0.16666666666666663	0.6521739130434784	0.09259259259259256	0.5925925925925926
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	best-band	act/31	0	2	False	0.09420289855072461	0.6594202898550725	0.07407407407407403	0.6296296296296297
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	best-band	act/31_normed	0	7	False	0.09420289855072461	0.7246376811594203	0.07407407407407403	0.6296296296296297
traceelephant	qwen3.5-9b	magentic	15,16,17	6-8	1.0	4	best-band	ens-mid3	0	4	False	0.1376811594202898	0.572463768115942	0.09259259259259256	0.6481481481481483
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	embed	1	5	False	0.31216931216931215	0.5396825396825397	0.2692307692307692	0.4358974358974359
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/0	1	5	False	0.3544973544973545	0.5291005291005292	0.2820512820512821	0.5
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/1	1	5	False	0.2698412698412698	0.4656084656084656	0.2564102564102564	0.4615384615384615
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/2	1	5	False	0.2698412698412698	0.5079365079365079	0.2564102564102564	0.4743589743589743
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/3	1	5	True	0.3862433862433862	0.5873015873015873	0.28205128205128205	0.5512820512820512
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/4	1	5	False	0.25396825396825395	0.49206349206349204	0.20512820512820515	0.4871794871794872
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/5	1	5	False	0.28571428571428564	0.5132275132275131	0.21794871794871798	0.4871794871794872
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/6	1	5	False	0.24338624338624337	0.43915343915343913	0.19230769230769232	0.4615384615384615
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/7	1	5	False	0.1851851851851852	0.41798941798941797	0.17948717948717952	0.4102564102564103
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/8	1	5	False	0.17460317460317457	0.35978835978835977	0.11538461538461538	0.3461538461538461
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/9	1	5	False	0.14814814814814814	0.36507936507936506	0.14102564102564102	0.3461538461538462
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/10	1	5	False	0.1693121693121693	0.39682539682539675	0.11538461538461538	0.3717948717948718
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/11	1	5	False	0.20105820105820105	0.38095238095238093	0.15384615384615385	0.4102564102564103
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/12	1	5	False	0.19047619047619047	0.41269841269841273	0.16666666666666666	0.3974358974358975
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/13	1	5	False	0.19047619047619047	0.37566137566137564	0.17948717948717952	0.3717948717948718
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/14	1	5	False	0.20634920634920637	0.37566137566137564	0.23076923076923075	0.4230769230769231
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/15	1	5	False	0.2169312169312169	0.4021164021164021	0.21794871794871795	0.4358974358974359
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/16	1	5	False	0.23809523809523805	0.4338624338624338	0.20512820512820515	0.4743589743589743
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/17	1	5	False	0.25925925925925924	0.42857142857142855	0.20512820512820515	0.4358974358974359
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/18	1	5	False	0.2698412698412698	0.4497354497354497	0.24358974358974358	0.4743589743589743
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/19	1	5	False	0.291005291005291	0.45502645502645495	0.23076923076923075	0.4743589743589744
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/20	1	5	False	0.28571428571428575	0.45502645502645495	0.24358974358974358	0.48717948717948717
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/21	1	5	False	0.2751322751322751	0.4444444444444444	0.21794871794871795	0.4615384615384615
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/22	1	5	False	0.291005291005291	0.44973544973544977	0.25641025641025644	0.4871794871794872
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/23	1	5	False	0.2962962962962963	0.41798941798941797	0.25641025641025644	0.4871794871794872
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/24	1	5	False	0.3386243386243386	0.48148148148148145	0.2692307692307692	0.5
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/25	1	5	False	0.31746031746031744	0.4603174603174603	0.2435897435897436	0.4743589743589743
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/26	1	5	False	0.31746031746031744	0.4708994708994709	0.23076923076923075	0.4743589743589744
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/27	1	5	False	0.31216931216931215	0.4761904761904761	0.21794871794871795	0.4743589743589744
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/28	1	5	False	0.30687830687830686	0.4761904761904761	0.2564102564102564	0.5128205128205128
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/29	1	5	False	0.2804232804232804	0.4603174603174603	0.2435897435897436	0.5
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/30	1	5	False	0.2751322751322751	0.45502645502645506	0.2948717948717949	0.5128205128205128
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/31	1	5	False	0.3439153439153439	0.5502645502645502	0.2948717948717949	0.4871794871794872
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	act/31_normed	1	5	False	0.32275132275132273	0.5291005291005292	0.25641025641025644	0.44871794871794873
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-base	ens-mid3	1	5	False	0.24338624338624337	0.42857142857142855	0.23076923076923075	0.44871794871794873
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-soap	embed	1	5	False	0.39153439153439157	0.5978835978835978	0.3461538461538462	0.5384615384615384
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-soap	act/0	1	5	False	0.38095238095238093	0.544973544973545	0.32051282051282054	0.5128205128205129
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-soap	act/1	1	5	False	0.3439153439153439	0.5185185185185185	0.2948717948717949	0.4871794871794872
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-soap	act/2	1	5	False	0.35978835978835977	0.5343915343915343	0.3333333333333333	0.5384615384615384
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-soap	act/3	1	5	True	0.45502645502645506	0.6190476190476191	0.3461538461538461	0.6153846153846154
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-soap	act/4	1	5	False	0.34920634920634924	0.544973544973545	0.2692307692307692	0.5641025641025642
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-soap	act/5	1	5	False	0.36507936507936506	0.544973544973545	0.25641025641025644	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-soap	act/6	1	5	False	0.32275132275132273	0.4973544973544974	0.2564102564102564	0.5256410256410257
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-soap	act/7	1	5	False	0.30158730158730157	0.4867724867724868	0.24358974358974358	0.4615384615384615
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-soap	act/8	1	5	False	0.2751322751322751	0.4444444444444444	0.2692307692307692	0.5
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-soap	act/9	1	5	False	0.2751322751322751	0.43915343915343913	0.2564102564102564	0.4487179487179487
ww	deepseek-8b	algorithm-generated	3,4,5	24-32	1.0	1	anchor-soap	act/10	1	5	False	0.30158730158730157	0.4656084656084656	0.28205128205128205	0.5000000000000001
