with_gt	judge	method	dataset	subset	seed	seeds	n_preds	n_test	n_missing	n_null_step	step_acc	agent_acc	agent_acc_substring	family	train_seed
False	deepseek-8b	stepfinder.s42	correct-error	arc	19	17,18,19	304	152	0	0	0.7171052631578947	0.8355263157894737	0.8355263157894737	stepfinder	42
False	deepseek-8b	stepfinder.s43	correct-error	arc	17	17,18,19	304	152	0	0	0.46710526315789475	0.5394736842105263	0.5394736842105263	stepfinder	43
False	deepseek-8b	stepfinder.s43	correct-error	arc	18	17,18,19	304	152	0	0	0.5131578947368421	0.5855263157894737	0.5855263157894737	stepfinder	43
False	deepseek-8b	stepfinder.s43	correct-error	arc	19	17,18,19	304	152	0	0	0.48026315789473684	0.5657894736842105	0.5657894736842105	stepfinder	43
False	deepseek-8b	stepfinder.s44	correct-error	arc	17	17,18,19	304	152	0	0	0.6842105263157895	0.7631578947368421	0.7631578947368421	stepfinder	44
False	deepseek-8b	stepfinder.s44	correct-error	arc	18	17,18,19	304	152	0	0	0.6842105263157895	0.7631578947368421	0.7631578947368421	stepfinder	44
False	deepseek-8b	stepfinder.s44	correct-error	arc	19	17,18,19	304	152	0	0	0.631578947368421	0.7039473684210527	0.7039473684210527	stepfinder	44
False	deepseek-8b	stepfinder.s45	correct-error	arc	17	17,18,19	304	152	0	0	0.631578947368421	0.6973684210526315	0.6973684210526315	stepfinder	45
False	deepseek-8b	stepfinder.s45	correct-error	arc	18	17,18,19	304	152	0	0	0.6644736842105263	0.743421052631579	0.743421052631579	stepfinder	45
False	deepseek-8b	stepfinder.s45	correct-error	arc	19	17,18,19	304	152	0	0	0.5986842105263158	0.6710526315789473	0.6710526315789473	stepfinder	45
False	deepseek-8b	stepfinder.s46	correct-error	arc	17	17,18,19	304	152	0	0	0.6578947368421053	0.7828947368421053	0.7828947368421053	stepfinder	46
False	deepseek-8b	stepfinder.s46	correct-error	arc	18	17,18,19	304	152	0	0	0.7039473684210527	0.8092105263157895	0.8092105263157895	stepfinder	46
False	deepseek-8b	stepfinder.s46	correct-error	arc	19	17,18,19	304	152	0	0	0.6644736842105263	0.8026315789473685	0.8026315789473685	stepfinder	46
False	qwen3-embedding-0.6b	stepfinder.s42	correct-error	arc	17	17,18,19	304	152	0	0	0.4934210526315789	0.5855263157894737	0.5855263157894737	stepfinder	42
False	qwen3-embedding-0.6b	stepfinder.s42	correct-error	arc	18	17,18,19	304	152	0	0	0.4934210526315789	0.5789473684210527	0.5789473684210527	stepfinder	42
False	qwen3-embedding-0.6b	stepfinder.s42	correct-error	arc	19	17,18,19	304	152	0	0	0.4342105263157895	0.5723684210526315	0.5723684210526315	stepfinder	42
False	qwen3-embedding-0.6b	stepfinder.s43	correct-error	arc	17	17,18,19	304	152	0	0	0.4868421052631579	0.5526315789473685	0.5526315789473685	stepfinder	43
False	qwen3-embedding-0.6b	stepfinder.s43	correct-error	arc	18	17,18,19	304	152	0	0	0.47368421052631576	0.5263157894736842	0.5263157894736842	stepfinder	43
False	qwen3-embedding-0.6b	stepfinder.s43	correct-error	arc	19	17,18,19	304	152	0	0	0.4407894736842105	0.5328947368421053	0.5328947368421053	stepfinder	43
False	qwen3-embedding-0.6b	stepfinder.s44	correct-error	arc	17	17,18,19	304	152	0	0	0.6644736842105263	0.7368421052631579	0.7368421052631579	stepfinder	44
False	qwen3-embedding-0.6b	stepfinder.s44	correct-error	arc	18	17,18,19	304	152	0	0	0.6776315789473685	0.7302631578947368	0.7302631578947368	stepfinder	44
False	qwen3-embedding-0.6b	stepfinder.s44	correct-error	arc	19	17,18,19	304	152	0	0	0.618421052631579	0.7039473684210527	0.7039473684210527	stepfinder	44
False	qwen3-embedding-0.6b	stepfinder.s45	correct-error	arc	17	17,18,19	304	152	0	0	0.5526315789473685	0.6118421052631579	0.6118421052631579	stepfinder	45
False	qwen3-embedding-0.6b	stepfinder.s45	correct-error	arc	18	17,18,19	304	152	0	0	0.5657894736842105	0.631578947368421	0.631578947368421	stepfinder	45
False	qwen3-embedding-0.6b	stepfinder.s45	correct-error	arc	19	17,18,19	304	152	0	0	0.5328947368421053	0.6118421052631579	0.6118421052631579	stepfinder	45
False	qwen3-embedding-0.6b	stepfinder.s46	correct-error	arc	17	17,18,19	304	152	0	0	0.631578947368421	0.7039473684210527	0.7039473684210527	stepfinder	46
False	qwen3-embedding-0.6b	stepfinder.s46	correct-error	arc	18	17,18,19	304	152	0	0	0.6513157894736842	0.7236842105263158	0.7236842105263158	stepfinder	46
False	qwen3-embedding-0.6b	stepfinder.s46	correct-error	arc	19	17,18,19	304	152	0	0	0.5526315789473685	0.6447368421052632	0.6447368421052632	stepfinder	46
False	qwen3.5-9b	oat.s42	correct-error	gaia	17	17,18,19	50	25	0	0	0.56	0.64	0.64	oat	42
False	qwen3.5-9b	oat.s42	correct-error	gaia	18	17,18,19	50	25	0	0	0.56	0.72	0.72	oat	42
False	qwen3.5-9b	oat.s42	correct-error	gaia	19	17,18,19	50	25	0	0	0.56	0.72	0.72	oat	42
False	qwen3.5-9b	oat.s43	correct-error	gaia	17	17,18,19	50	25	0	0	0.6	0.64	0.64	oat	43
False	qwen3.5-9b	oat.s43	correct-error	gaia	18	17,18,19	50	25	0	0	0.6	0.76	0.76	oat	43
False	qwen3.5-9b	oat.s43	correct-error	gaia	19	17,18,19	50	25	0	0	0.52	0.76	0.76	oat	43
False	qwen3.5-9b	oat.s44	correct-error	gaia	17	17,18,19	50	25	0	0	0.56	0.64	0.64	oat	44
False	qwen3.5-9b	oat.s44	correct-error	gaia	18	17,18,19	50	25	0	0	0.6	0.72	0.72	oat	44
False	qwen3.5-9b	oat.s44	correct-error	gaia	19	17,18,19	50	25	0	0	0.52	0.8	0.8	oat	44
False	qwen3.5-9b	oat.s45	correct-error	gaia	17	17,18,19	50	25	0	0	0.56	0.64	0.64	oat	45
False	qwen3.5-9b	oat.s45	correct-error	gaia	18	17,18,19	50	25	0	0	0.6	0.72	0.72	oat	45
False	qwen3.5-9b	oat.s45	correct-error	gaia	19	17,18,19	50	25	0	0	0.52	0.8	0.8	oat	45
False	qwen3.5-9b	oat.s46	correct-error	gaia	17	17,18,19	50	25	0	0	0.6	0.64	0.64	oat	46
False	qwen3.5-9b	oat.s46	correct-error	gaia	18	17,18,19	50	25	0	0	0.64	0.76	0.76	oat	46
False	qwen3.5-9b	oat.s46	correct-error	gaia	19	17,18,19	50	25	0	0	0.56	0.8	0.8	oat	46
False	qwen3.5-9b	stepfinder.s42	correct-error	gaia	17	17,18,19	50	25	0	0	0.36	0.64	0.64	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	correct-error	gaia	18	17,18,19	50	25	0	0	0.32	0.76	0.76	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	correct-error	gaia	19	17,18,19	50	25	0	0	0.16	0.6	0.6	stepfinder	42
False	qwen3.5-9b	stepfinder.s43	correct-error	gaia	17	17,18,19	50	25	0	0	0.32	0.72	0.72	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	correct-error	gaia	18	17,18,19	50	25	0	0	0.36	0.76	0.76	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	correct-error	gaia	19	17,18,19	50	25	0	0	0.28	0.72	0.72	stepfinder	43
False	qwen3.5-9b	stepfinder.s44	correct-error	gaia	17	17,18,19	50	25	0	0	0.6	0.68	0.68	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	correct-error	gaia	18	17,18,19	50	25	0	0	0.6	0.72	0.72	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	correct-error	gaia	19	17,18,19	50	25	0	0	0.52	0.76	0.76	stepfinder	44
False	qwen3.5-9b	stepfinder.s45	correct-error	gaia	17	17,18,19	50	25	0	0	0.12	0.48	0.48	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	correct-error	gaia	18	17,18,19	50	25	0	0	0.12	0.6	0.6	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	correct-error	gaia	19	17,18,19	50	25	0	0	0.04	0.48	0.48	stepfinder	45
False	qwen3.5-9b	stepfinder.s46	correct-error	gaia	17	17,18,19	50	25	0	0	0.36	0.68	0.68	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	correct-error	gaia	18	17,18,19	50	25	0	0	0.4	0.76	0.76	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	correct-error	gaia	19	17,18,19	50	25	0	0	0.32	0.68	0.68	stepfinder	46
False	deepseek-8b	oat.s42	correct-error	gaia	17	17,18,19	50	25	0	0	0.48	0.6	0.6	oat	42
False	deepseek-8b	oat.s42	correct-error	gaia	18	17,18,19	50	25	0	0	0.52	0.76	0.76	oat	42
False	deepseek-8b	oat.s42	correct-error	gaia	19	17,18,19	50	25	0	0	0.52	0.8	0.8	oat	42
False	deepseek-8b	oat.s43	correct-error	gaia	17	17,18,19	50	25	0	0	0.48	0.6	0.6	oat	43
False	deepseek-8b	oat.s43	correct-error	gaia	18	17,18,19	50	25	0	0	0.52	0.76	0.76	oat	43
False	deepseek-8b	oat.s43	correct-error	gaia	19	17,18,19	50	25	0	0	0.52	0.8	0.8	oat	43
False	deepseek-8b	oat.s44	correct-error	gaia	17	17,18,19	50	25	0	0	0.44	0.64	0.64	oat	44
False	deepseek-8b	oat.s44	correct-error	gaia	18	17,18,19	50	25	0	0	0.56	0.8	0.8	oat	44
False	deepseek-8b	oat.s44	correct-error	gaia	19	17,18,19	50	25	0	0	0.52	0.8	0.8	oat	44
False	deepseek-8b	oat.s45	correct-error	gaia	17	17,18,19	50	25	0	0	0.48	0.56	0.56	oat	45
False	deepseek-8b	oat.s45	correct-error	gaia	18	17,18,19	50	25	0	0	0.48	0.72	0.72	oat	45
False	deepseek-8b	oat.s45	correct-error	gaia	19	17,18,19	50	25	0	0	0.48	0.76	0.76	oat	45
False	deepseek-8b	oat.s46	correct-error	gaia	17	17,18,19	50	25	0	0	0.44	0.6	0.6	oat	46
False	deepseek-8b	oat.s46	correct-error	gaia	18	17,18,19	50	25	0	0	0.48	0.76	0.76	oat	46
False	deepseek-8b	oat.s46	correct-error	gaia	19	17,18,19	50	25	0	0	0.44	0.76	0.76	oat	46
False	deepseek-8b	stepfinder.s42	correct-error	gaia	17	17,18,19	50	25	0	0	0.48	0.8	0.8	stepfinder	42
False	deepseek-8b	stepfinder.s42	correct-error	gaia	18	17,18,19	50	25	0	0	0.44	0.8	0.8	stepfinder	42
False	deepseek-8b	stepfinder.s42	correct-error	gaia	19	17,18,19	50	25	0	0	0.36	0.72	0.72	stepfinder	42
False	deepseek-8b	stepfinder.s43	correct-error	gaia	17	17,18,19	50	25	0	0	0.28	0.52	0.52	stepfinder	43
False	deepseek-8b	stepfinder.s43	correct-error	gaia	18	17,18,19	50	25	0	0	0.16	0.56	0.56	stepfinder	43
False	deepseek-8b	stepfinder.s43	correct-error	gaia	19	17,18,19	50	25	0	0	0.2	0.52	0.52	stepfinder	43
False	deepseek-8b	stepfinder.s44	correct-error	gaia	17	17,18,19	50	25	0	0	0.52	0.76	0.76	stepfinder	44
False	deepseek-8b	stepfinder.s44	correct-error	gaia	18	17,18,19	50	25	0	0	0.48	0.76	0.76	stepfinder	44
False	deepseek-8b	stepfinder.s44	correct-error	gaia	19	17,18,19	50	25	0	0	0.44	0.8	0.8	stepfinder	44
False	deepseek-8b	stepfinder.s45	correct-error	gaia	17	17,18,19	50	25	0	0	0.48	0.68	0.68	stepfinder	45
False	deepseek-8b	stepfinder.s45	correct-error	gaia	18	17,18,19	50	25	0	0	0.48	0.76	0.76	stepfinder	45
False	deepseek-8b	stepfinder.s45	correct-error	gaia	19	17,18,19	50	25	0	0	0.44	0.68	0.68	stepfinder	45
False	deepseek-8b	stepfinder.s46	correct-error	gaia	17	17,18,19	50	25	0	0	0.4	0.76	0.76	stepfinder	46
False	deepseek-8b	stepfinder.s46	correct-error	gaia	18	17,18,19	50	25	0	0	0.36	0.8	0.8	stepfinder	46
False	deepseek-8b	stepfinder.s46	correct-error	gaia	19	17,18,19	50	25	0	0	0.4	0.76	0.76	stepfinder	46
False	qwen3-embedding-0.6b	stepfinder.s42	correct-error	gaia	17	17,18,19	50	25	0	0	0.4	0.64	0.64	stepfinder	42
False	qwen3-embedding-0.6b	stepfinder.s42	correct-error	gaia	18	17,18,19	50	25	0	0	0.32	0.72	0.72	stepfinder	42
False	qwen3-embedding-0.6b	stepfinder.s42	correct-error	gaia	19	17,18,19	50	25	0	0	0.32	0.6	0.6	stepfinder	42
False	qwen3-embedding-0.6b	stepfinder.s43	correct-error	gaia	17	17,18,19	50	25	0	0	0.28	0.52	0.52	stepfinder	43
False	qwen3-embedding-0.6b	stepfinder.s43	correct-error	gaia	18	17,18,19	50	25	0	0	0.28	0.64	0.64	stepfinder	43
False	qwen3-embedding-0.6b	stepfinder.s43	correct-error	gaia	19	17,18,19	50	25	0	0	0.2	0.56	0.56	stepfinder	43
False	qwen3-embedding-0.6b	stepfinder.s44	correct-error	gaia	17	17,18,19	50	25	0	0	0.32	0.72	0.72	stepfinder	44
False	qwen3-embedding-0.6b	stepfinder.s44	correct-error	gaia	18	17,18,19	50	25	0	0	0.32	0.76	0.76	stepfinder	44
False	qwen3-embedding-0.6b	stepfinder.s44	correct-error	gaia	19	17,18,19	50	25	0	0	0.36	0.68	0.68	stepfinder	44
False	qwen3-embedding-0.6b	stepfinder.s45	correct-error	gaia	17	17,18,19	50	25	0	0	0.44	0.72	0.72	stepfinder	45
False	qwen3-embedding-0.6b	stepfinder.s45	correct-error	gaia	18	17,18,19	50	25	0	0	0.44	0.76	0.76	stepfinder	45
False	qwen3-embedding-0.6b	stepfinder.s45	correct-error	gaia	19	17,18,19	50	25	0	0	0.32	0.64	0.64	stepfinder	45
False	qwen3-embedding-0.6b	stepfinder.s46	correct-error	gaia	17	17,18,19	50	25	0	0	0.32	0.68	0.68	stepfinder	46
False	qwen3-embedding-0.6b	stepfinder.s46	correct-error	gaia	18	17,18,19	50	25	0	0	0.28	0.84	0.84	stepfinder	46
False	qwen3-embedding-0.6b	stepfinder.s46	correct-error	gaia	19	17,18,19	50	25	0	0	0.28	0.68	0.68	stepfinder	46
False	qwen3.5-9b	oat.s42	correct-error	hotpot	17	17,18,19	578	289	0	0	0.4532871972318339	0.7093425605536332	0.7093425605536332	oat	42
False	qwen3.5-9b	oat.s42	correct-error	hotpot	18	17,18,19	578	289	0	0	0.46366782006920415	0.698961937716263	0.698961937716263	oat	42
False	qwen3.5-9b	oat.s42	correct-error	hotpot	19	17,18,19	578	289	0	0	0.43944636678200694	0.7024221453287197	0.7024221453287197	oat	42
False	qwen3.5-9b	oat.s43	correct-error	hotpot	17	17,18,19	578	289	0	0	0.4359861591695502	0.71280276816609	0.71280276816609	oat	43
False	qwen3.5-9b	oat.s43	correct-error	hotpot	18	17,18,19	578	289	0	0	0.45674740484429066	0.71280276816609	0.71280276816609	oat	43
False	qwen3.5-9b	oat.s43	correct-error	hotpot	19	17,18,19	578	289	0	0	0.43944636678200694	0.71280276816609	0.71280276816609	oat	43
False	qwen3.5-9b	oat.s44	correct-error	hotpot	17	17,18,19	578	289	0	0	0.43944636678200694	0.71280276816609	0.71280276816609	oat	44
False	qwen3.5-9b	oat.s44	correct-error	hotpot	18	17,18,19	578	289	0	0	0.46366782006920415	0.7093425605536332	0.7093425605536332	oat	44
False	qwen3.5-9b	oat.s44	correct-error	hotpot	19	17,18,19	578	289	0	0	0.4463667820069204	0.7162629757785467	0.7162629757785467	oat	44
False	qwen3.5-9b	oat.s45	correct-error	hotpot	17	17,18,19	578	289	0	0	0.4532871972318339	0.7231833910034602	0.7231833910034602	oat	45
False	qwen3.5-9b	oat.s45	correct-error	hotpot	18	17,18,19	578	289	0	0	0.47058823529411764	0.71280276816609	0.71280276816609	oat	45
False	qwen3.5-9b	oat.s45	correct-error	hotpot	19	17,18,19	578	289	0	0	0.4463667820069204	0.71280276816609	0.71280276816609	oat	45
False	qwen3.5-9b	oat.s46	correct-error	hotpot	17	17,18,19	578	289	0	0	0.4359861591695502	0.7093425605536332	0.7093425605536332	oat	46
False	qwen3.5-9b	oat.s46	correct-error	hotpot	18	17,18,19	578	289	0	0	0.46366782006920415	0.7058823529411765	0.7058823529411765	oat	46
False	qwen3.5-9b	oat.s46	correct-error	hotpot	19	17,18,19	578	289	0	0	0.4463667820069204	0.7093425605536332	0.7093425605536332	oat	46
False	qwen3.5-9b	stepfinder.s42	correct-error	hotpot	17	17,18,19	578	289	0	0	0.2664359861591695	0.6678200692041523	0.6678200692041523	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	correct-error	hotpot	18	17,18,19	578	289	0	0	0.25951557093425603	0.6955017301038062	0.6955017301038062	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	correct-error	hotpot	19	17,18,19	578	289	0	0	0.23183391003460208	0.7197231833910035	0.7197231833910035	stepfinder	42
False	qwen3.5-9b	stepfinder.s43	correct-error	hotpot	17	17,18,19	578	289	0	0	0.1903114186851211	0.643598615916955	0.643598615916955	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	correct-error	hotpot	18	17,18,19	578	289	0	0	0.1972318339100346	0.6643598615916955	0.6643598615916955	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	correct-error	hotpot	19	17,18,19	578	289	0	0	0.16262975778546712	0.6816608996539792	0.6816608996539792	stepfinder	43
False	qwen3.5-9b	stepfinder.s44	correct-error	hotpot	17	17,18,19	578	289	0	0	0.28719723183391005	0.6608996539792388	0.6608996539792388	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	correct-error	hotpot	18	17,18,19	578	289	0	0	0.3044982698961938	0.6539792387543253	0.6539792387543253	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	correct-error	hotpot	19	17,18,19	578	289	0	0	0.2664359861591695	0.6505190311418685	0.6505190311418685	stepfinder	44
False	qwen3.5-9b	stepfinder.s45	correct-error	hotpot	17	17,18,19	578	289	0	0	0.10726643598615918	0.6332179930795848	0.6332179930795848	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	correct-error	hotpot	18	17,18,19	578	289	0	0	0.11072664359861592	0.6366782006920415	0.6366782006920415	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	correct-error	hotpot	19	17,18,19	578	289	0	0	0.1314878892733564	0.6643598615916955	0.6643598615916955	stepfinder	45
False	qwen3.5-9b	stepfinder.s46	correct-error	hotpot	17	17,18,19	578	289	0	0	0.22837370242214533	0.6678200692041523	0.6678200692041523	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	correct-error	hotpot	18	17,18,19	578	289	0	0	0.2560553633217993	0.6816608996539792	0.6816608996539792	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	correct-error	hotpot	19	17,18,19	578	289	0	0	0.21453287197231835	0.6643598615916955	0.6643598615916955	stepfinder	46
False	deepseek-8b	oat.s42	correct-error	hotpot	17	17,18,19	578	289	0	0	0.38408304498269896	0.698961937716263	0.698961937716263	oat	42
False	deepseek-8b	oat.s42	correct-error	hotpot	18	17,18,19	578	289	0	0	0.42214532871972316	0.6955017301038062	0.6955017301038062	oat	42
False	deepseek-8b	oat.s42	correct-error	hotpot	19	17,18,19	578	289	0	0	0.3944636678200692	0.7162629757785467	0.7162629757785467	oat	42
False	deepseek-8b	oat.s43	correct-error	hotpot	17	17,18,19	578	289	0	0	0.39792387543252594	0.6920415224913494	0.6920415224913494	oat	43
False	deepseek-8b	oat.s43	correct-error	hotpot	18	17,18,19	578	289	0	0	0.43944636678200694	0.6920415224913494	0.6920415224913494	oat	43
False	deepseek-8b	oat.s43	correct-error	hotpot	19	17,18,19	578	289	0	0	0.4117647058823529	0.7197231833910035	0.7197231833910035	oat	43
False	deepseek-8b	oat.s44	correct-error	hotpot	17	17,18,19	578	289	0	0	0.39100346020761245	0.6851211072664359	0.6851211072664359	oat	44
False	deepseek-8b	oat.s44	correct-error	hotpot	18	17,18,19	578	289	0	0	0.44982698961937717	0.698961937716263	0.698961937716263	oat	44
False	deepseek-8b	oat.s44	correct-error	hotpot	19	17,18,19	578	289	0	0	0.41522491349480967	0.7058823529411765	0.7058823529411765	oat	44
False	deepseek-8b	oat.s45	correct-error	hotpot	17	17,18,19	578	289	0	0	0.4013840830449827	0.698961937716263	0.698961937716263	oat	45
False	deepseek-8b	oat.s45	correct-error	hotpot	18	17,18,19	578	289	0	0	0.4429065743944637	0.7024221453287197	0.7024221453287197	oat	45
False	deepseek-8b	oat.s45	correct-error	hotpot	19	17,18,19	578	289	0	0	0.4083044982698962	0.7162629757785467	0.7162629757785467	oat	45
False	deepseek-8b	oat.s46	correct-error	hotpot	17	17,18,19	578	289	0	0	0.39100346020761245	0.698961937716263	0.698961937716263	oat	46
False	deepseek-8b	oat.s46	correct-error	hotpot	18	17,18,19	578	289	0	0	0.4186851211072664	0.6782006920415224	0.6782006920415224	oat	46
False	deepseek-8b	oat.s46	correct-error	hotpot	19	17,18,19	578	289	0	0	0.4013840830449827	0.7024221453287197	0.7024221453287197	oat	46
False	deepseek-8b	stepfinder.s42	correct-error	hotpot	17	17,18,19	578	289	0	0	0.14878892733564014	0.7024221453287197	0.7024221453287197	stepfinder	42
False	deepseek-8b	stepfinder.s42	correct-error	hotpot	18	17,18,19	578	289	0	0	0.13494809688581316	0.6955017301038062	0.6955017301038062	stepfinder	42
False	deepseek-8b	stepfinder.s42	correct-error	hotpot	19	17,18,19	578	289	0	0	0.1695501730103806	0.7335640138408305	0.7335640138408305	stepfinder	42
False	deepseek-8b	stepfinder.s43	correct-error	hotpot	17	17,18,19	578	289	0	0	0.2041522491349481	0.6262975778546713	0.6262975778546713	stepfinder	43
False	deepseek-8b	stepfinder.s43	correct-error	hotpot	18	17,18,19	578	289	0	0	0.1972318339100346	0.6193771626297578	0.6193771626297578	stepfinder	43
False	deepseek-8b	stepfinder.s43	correct-error	hotpot	19	17,18,19	578	289	0	0	0.23183391003460208	0.6539792387543253	0.6539792387543253	stepfinder	43
False	deepseek-8b	stepfinder.s44	correct-error	hotpot	17	17,18,19	578	289	0	0	0.23529411764705882	0.6505190311418685	0.6505190311418685	stepfinder	44
False	deepseek-8b	stepfinder.s44	correct-error	hotpot	18	17,18,19	578	289	0	0	0.23875432525951557	0.6401384083044983	0.6401384083044983	stepfinder	44
False	deepseek-8b	stepfinder.s44	correct-error	hotpot	19	17,18,19	578	289	0	0	0.2041522491349481	0.6366782006920415	0.6366782006920415	stepfinder	44
False	deepseek-8b	stepfinder.s45	correct-error	hotpot	17	17,18,19	578	289	0	0	0.20761245674740483	0.6608996539792388	0.6608996539792388	stepfinder	45
False	deepseek-8b	stepfinder.s45	correct-error	hotpot	18	17,18,19	578	289	0	0	0.1972318339100346	0.6885813148788927	0.6885813148788927	stepfinder	45
False	deepseek-8b	stepfinder.s45	correct-error	hotpot	19	17,18,19	578	289	0	0	0.20069204152249134	0.7162629757785467	0.7162629757785467	stepfinder	45
False	deepseek-8b	stepfinder.s46	correct-error	hotpot	17	17,18,19	578	289	0	0	0.18685121107266436	0.698961937716263	0.698961937716263	stepfinder	46
False	deepseek-8b	stepfinder.s46	correct-error	hotpot	18	17,18,19	578	289	0	0	0.16608996539792387	0.698961937716263	0.698961937716263	stepfinder	46
False	deepseek-8b	stepfinder.s46	correct-error	hotpot	19	17,18,19	578	289	0	0	0.18685121107266436	0.726643598615917	0.726643598615917	stepfinder	46
False	qwen3-embedding-0.6b	stepfinder.s42	correct-error	hotpot	17	17,18,19	578	289	0	0	0.22145328719723184	0.6747404844290658	0.6747404844290658	stepfinder	42
False	qwen3-embedding-0.6b	stepfinder.s42	correct-error	hotpot	18	17,18,19	578	289	0	0	0.21107266435986158	0.6851211072664359	0.6851211072664359	stepfinder	42
False	qwen3-embedding-0.6b	stepfinder.s42	correct-error	hotpot	19	17,18,19	578	289	0	0	0.2041522491349481	0.6885813148788927	0.6885813148788927	stepfinder	42
False	qwen3-embedding-0.6b	stepfinder.s43	correct-error	hotpot	17	17,18,19	578	289	0	0	0.1903114186851211	0.629757785467128	0.629757785467128	stepfinder	43
False	qwen3-embedding-0.6b	stepfinder.s43	correct-error	hotpot	18	17,18,19	578	289	0	0	0.20761245674740483	0.6505190311418685	0.6505190311418685	stepfinder	43
False	qwen3-embedding-0.6b	stepfinder.s43	correct-error	hotpot	19	17,18,19	578	289	0	0	0.23183391003460208	0.6678200692041523	0.6678200692041523	stepfinder	43
False	qwen3-embedding-0.6b	stepfinder.s44	correct-error	hotpot	17	17,18,19	578	289	0	0	0.32525951557093424	0.643598615916955	0.643598615916955	stepfinder	44
False	qwen3-embedding-0.6b	stepfinder.s44	correct-error	hotpot	18	17,18,19	578	289	0	0	0.3391003460207612	0.6643598615916955	0.6643598615916955	stepfinder	44
False	qwen3-embedding-0.6b	stepfinder.s44	correct-error	hotpot	19	17,18,19	578	289	0	0	0.32525951557093424	0.6643598615916955	0.6643598615916955	stepfinder	44
False	qwen3-embedding-0.6b	stepfinder.s45	correct-error	hotpot	17	17,18,19	578	289	0	0	0.27335640138408307	0.615916955017301	0.615916955017301	stepfinder	45
False	qwen3-embedding-0.6b	stepfinder.s45	correct-error	hotpot	18	17,18,19	578	289	0	0	0.30103806228373703	0.643598615916955	0.643598615916955	stepfinder	45
False	qwen3-embedding-0.6b	stepfinder.s45	correct-error	hotpot	19	17,18,19	578	289	0	0	0.2768166089965398	0.6505190311418685	0.6505190311418685	stepfinder	45
False	qwen3-embedding-0.6b	stepfinder.s46	correct-error	hotpot	17	17,18,19	578	289	0	0	0.23183391003460208	0.6678200692041523	0.6678200692041523	stepfinder	46
False	qwen3-embedding-0.6b	stepfinder.s46	correct-error	hotpot	18	17,18,19	578	289	0	0	0.21453287197231835	0.657439446366782	0.657439446366782	stepfinder	46
False	qwen3-embedding-0.6b	stepfinder.s46	correct-error	hotpot	19	17,18,19	578	289	0	0	0.23529411764705882	0.6782006920415224	0.6782006920415224	stepfinder	46
False	qwen3.5-9b	oat.s42	correct-error	math500	17	17,18,19	157	79	0	0	0.46835443037974683	0.4810126582278481	0.4810126582278481	oat	42
False	qwen3.5-9b	oat.s42	correct-error	math500	18	17,18,19	157	79	0	0	0.5189873417721519	0.5443037974683544	0.5443037974683544	oat	42
False	qwen3.5-9b	oat.s42	correct-error	math500	19	17,18,19	157	79	0	0	0.5569620253164557	0.5063291139240507	0.5063291139240507	oat	42
False	qwen3.5-9b	oat.s43	correct-error	math500	17	17,18,19	157	79	0	0	0.46835443037974683	0.4810126582278481	0.4810126582278481	oat	43
False	qwen3.5-9b	oat.s43	correct-error	math500	18	17,18,19	157	79	0	0	0.5063291139240507	0.5443037974683544	0.5443037974683544	oat	43
False	qwen3.5-9b	oat.s43	correct-error	math500	19	17,18,19	157	79	0	0	0.5443037974683544	0.5063291139240507	0.5063291139240507	oat	43
False	qwen3.5-9b	oat.s44	correct-error	math500	17	17,18,19	157	79	0	0	0.46835443037974683	0.4936708860759494	0.4936708860759494	oat	44
False	qwen3.5-9b	oat.s44	correct-error	math500	18	17,18,19	157	79	0	0	0.5189873417721519	0.5569620253164557	0.5569620253164557	oat	44
False	qwen3.5-9b	oat.s44	correct-error	math500	19	17,18,19	157	79	0	0	0.5443037974683544	0.5189873417721519	0.5189873417721519	oat	44
False	qwen3.5-9b	oat.s45	correct-error	math500	17	17,18,19	157	79	0	0	0.4936708860759494	0.5189873417721519	0.5189873417721519	oat	45
False	qwen3.5-9b	oat.s45	correct-error	math500	18	17,18,19	157	79	0	0	0.5316455696202531	0.569620253164557	0.569620253164557	oat	45
False	qwen3.5-9b	oat.s45	correct-error	math500	19	17,18,19	157	79	0	0	0.5822784810126582	0.5189873417721519	0.5189873417721519	oat	45
False	qwen3.5-9b	oat.s46	correct-error	math500	17	17,18,19	157	79	0	0	0.4430379746835443	0.4810126582278481	0.4810126582278481	oat	46
