with_gt	judge	method	dataset	subset	seed	seeds	n_preds	n_test	n_missing	n_null_step	step_acc	agent_acc	agent_acc_substring
False	gpt-4o	raffles	correct-error	hotpot	17	17,18,19	578	289	0	0	0.5813148788927336	0.7612456747404844	0.7612456747404844
False	gpt-4o	raffles	correct-error	hotpot	18	17,18,19	578	289	0	0	0.5916955017301038	0.7889273356401384	0.7889273356401384
False	gpt-4o	raffles	correct-error	hotpot	19	17,18,19	578	289	0	0	0.5605536332179931	0.7716262975778547	0.7716262975778547
False	gpt-5	all_at_once	correct-error	hotpot	17	17,18,19	578	289	0	1	0.629757785467128	0.7820069204152249	0.7820069204152249
False	gpt-5	all_at_once	correct-error	hotpot	18	17,18,19	578	289	0	2	0.643598615916955	0.7923875432525952	0.7923875432525952
False	gpt-5	all_at_once	correct-error	hotpot	19	17,18,19	578	289	0	2	0.615916955017301	0.7889273356401384	0.7889273356401384
False	gpt-5	step_by_step	correct-error	hotpot	17	17,18,19	578	289	0	10	0.5916955017301038	0.7231833910034602	0.7231833910034602
False	gpt-5	step_by_step	correct-error	hotpot	18	17,18,19	578	289	0	8	0.615916955017301	0.7301038062283737	0.7301038062283737
False	gpt-5	step_by_step	correct-error	hotpot	19	17,18,19	578	289	0	8	0.6193771626297578	0.7231833910034602	0.7231833910034602
False	gpt-5	binary_search	correct-error	hotpot	17	17,18,19	578	289	0	0	0.6124567474048442	0.726643598615917	0.726643598615917
False	gpt-5	binary_search	correct-error	hotpot	18	17,18,19	578	289	0	0	0.615916955017301	0.7439446366782007	0.7439446366782007
False	gpt-5	binary_search	correct-error	hotpot	19	17,18,19	578	289	0	0	0.5916955017301038	0.7335640138408305	0.7335640138408305
False	gpt-5	correct	correct-error	hotpot	17	17,18,19	578	289	0	0	0.31141868512110726	0.7854671280276817	0.7854671280276817
False	gpt-5	correct	correct-error	hotpot	18	17,18,19	578	289	0	0	0.2837370242214533	0.8131487889273357	0.8131487889273357
False	gpt-5	correct	correct-error	hotpot	19	17,18,19	578	289	0	0	0.314878892733564	0.7889273356401384	0.7889273356401384
False	gpt-4o	all_at_once	correct-error	math500	17	17,18,19	157	79	0	0	0.3670886075949367	0.6708860759493671	0.6708860759493671
False	gpt-4o	all_at_once	correct-error	math500	18	17,18,19	157	79	0	0	0.3924050632911392	0.6582278481012658	0.6582278481012658
False	gpt-4o	all_at_once	correct-error	math500	19	17,18,19	157	79	0	0	0.35443037974683544	0.6455696202531646	0.6455696202531646
False	gpt-4o	step_by_step	correct-error	math500	17	17,18,19	157	79	0	24	0.31645569620253167	0.3291139240506329	0.3291139240506329
False	gpt-4o	step_by_step	correct-error	math500	18	17,18,19	157	79	0	25	0.3924050632911392	0.31645569620253167	0.31645569620253167
False	gpt-4o	step_by_step	correct-error	math500	19	17,18,19	157	79	0	23	0.43037974683544306	0.35443037974683544	0.35443037974683544
False	gpt-4o	binary_search	correct-error	math500	17	17,18,19	157	79	0	0	0.06329113924050633	0.0379746835443038	0.0379746835443038
False	gpt-4o	binary_search	correct-error	math500	18	17,18,19	157	79	0	0	0.12658227848101267	0.12658227848101267	0.12658227848101267
False	gpt-4o	binary_search	correct-error	math500	19	17,18,19	157	79	0	0	0.13924050632911392	0.13924050632911392	0.13924050632911392
False	gpt-4o	correct	correct-error	math500	17	17,18,19	157	79	0	0	0.4050632911392405	0.6075949367088608	0.6075949367088608
False	gpt-4o	correct	correct-error	math500	18	17,18,19	157	79	0	1	0.4810126582278481	0.6455696202531646	0.6455696202531646
False	gpt-4o	correct	correct-error	math500	19	17,18,19	157	79	0	1	0.5189873417721519	0.6075949367088608	0.6075949367088608
False	gpt-4o	chief	correct-error	math500	17	17,18,19	157	79	0	0	0.31645569620253167	0.5316455696202531	0.5316455696202531
False	gpt-4o	chief	correct-error	math500	18	17,18,19	157	79	0	0	0.3670886075949367	0.5569620253164557	0.5569620253164557
False	gpt-4o	chief	correct-error	math500	19	17,18,19	157	79	0	0	0.4050632911392405	0.6075949367088608	0.6075949367088608
False	gpt-4o	raffles	correct-error	math500	17	17,18,19	157	79	0	0	0.5316455696202531	0.5822784810126582	0.5822784810126582
False	gpt-4o	raffles	correct-error	math500	18	17,18,19	157	79	0	0	0.5949367088607594	0.6455696202531646	0.6455696202531646
False	gpt-4o	raffles	correct-error	math500	19	17,18,19	157	79	0	0	0.5822784810126582	0.569620253164557	0.569620253164557
False	gpt-5	all_at_once	correct-error	math500	17	17,18,19	157	79	0	1	0.6962025316455697	0.6582278481012658	0.6582278481012658
False	gpt-5	all_at_once	correct-error	math500	18	17,18,19	157	79	0	1	0.7721518987341772	0.6835443037974683	0.6835443037974683
False	gpt-5	all_at_once	correct-error	math500	19	17,18,19	157	79	0	1	0.7468354430379747	0.6835443037974683	0.6835443037974683
False	gpt-5	step_by_step	correct-error	math500	17	17,18,19	157	79	0	0	0.45569620253164556	0.379746835443038	0.379746835443038
False	gpt-5	step_by_step	correct-error	math500	18	17,18,19	157	79	0	0	0.5443037974683544	0.4177215189873418	0.4177215189873418
False	gpt-5	step_by_step	correct-error	math500	19	17,18,19	157	79	0	0	0.5569620253164557	0.45569620253164556	0.45569620253164556
False	gpt-5	binary_search	correct-error	math500	17	17,18,19	157	79	0	0	0.7468354430379747	0.6455696202531646	0.6455696202531646
False	gpt-5	binary_search	correct-error	math500	18	17,18,19	157	79	0	0	0.8227848101265823	0.6455696202531646	0.6455696202531646
False	gpt-5	binary_search	correct-error	math500	19	17,18,19	157	79	0	0	0.8354430379746836	0.6708860759493671	0.6708860759493671
False	gpt-5	correct	correct-error	math500	17	17,18,19	157	79	0	1	0.21518987341772153	0.6582278481012658	0.6582278481012658
False	gpt-5	correct	correct-error	math500	18	17,18,19	157	79	0	1	0.27848101265822783	0.6582278481012658	0.6582278481012658
False	gpt-5	correct	correct-error	math500	19	17,18,19	157	79	0	1	0.27848101265822783	0.6582278481012658	0.6582278481012658
False	gpt-4o	all_at_once	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.391304347826087	0.9130434782608695	0.9130434782608695
False	gpt-4o	all_at_once	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.4782608695652174	0.8478260869565217	0.8478260869565217
False	gpt-4o	all_at_once	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.4782608695652174	0.8695652173913043	0.8695652173913043
False	gpt-4o	step_by_step	correct-error	mmlu_pro	17	17,18,19	92	46	0	6	0.717391304347826	0.7391304347826086	0.7391304347826086
False	gpt-4o	step_by_step	correct-error	mmlu_pro	18	17,18,19	92	46	0	10	0.5217391304347826	0.6086956521739131	0.6086956521739131
False	gpt-4o	step_by_step	correct-error	mmlu_pro	19	17,18,19	92	46	0	6	0.6956521739130435	0.7391304347826086	0.7391304347826086
False	gpt-4o	binary_search	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.06521739130434782	0.043478260869565216	0.043478260869565216
False	gpt-4o	binary_search	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.08695652173913043	0.021739130434782608	0.021739130434782608
False	gpt-4o	binary_search	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.08695652173913043	0.06521739130434782	0.06521739130434782
False	gpt-4o	correct	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.5869565217391305	0.9130434782608695	0.9130434782608695
False	gpt-4o	correct	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.5434782608695652	0.8695652173913043	0.8695652173913043
False	gpt-4o	correct	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.717391304347826	0.8695652173913043	0.8695652173913043
False	gpt-4o	chief	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.6739130434782609	0.8043478260869565	0.8043478260869565
False	gpt-4o	chief	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.6086956521739131	0.782608695652174	0.782608695652174
False	gpt-4o	chief	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.6304347826086957	0.8478260869565217	0.8478260869565217
False	gpt-4o	raffles	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.7608695652173914	0.8695652173913043	0.8695652173913043
False	gpt-4o	raffles	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.6739130434782609	0.8478260869565217	0.8478260869565217
False	gpt-4o	raffles	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.8043478260869565	0.8695652173913043	0.8695652173913043
False	gpt-5	all_at_once	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.6956521739130435	0.8695652173913043	0.8695652173913043
False	gpt-5	all_at_once	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.7608695652173914	0.8695652173913043	0.8695652173913043
False	gpt-5	all_at_once	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.7608695652173914	0.8913043478260869	0.8913043478260869
False	gpt-5	step_by_step	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.8478260869565217	0.8260869565217391	0.8260869565217391
False	gpt-5	step_by_step	correct-error	mmlu_pro	18	17,18,19	92	46	0	1	0.782608695652174	0.7391304347826086	0.7391304347826086
False	gpt-5	step_by_step	correct-error	mmlu_pro	19	17,18,19	92	46	0	1	0.8478260869565217	0.8260869565217391	0.8260869565217391
False	gpt-5	binary_search	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.8913043478260869	0.8913043478260869	0.8913043478260869
False	gpt-5	binary_search	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.8695652173913043	0.8695652173913043	0.8695652173913043
False	gpt-5	binary_search	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.8913043478260869	0.9347826086956522	0.9347826086956522
False	gpt-5	correct	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.34782608695652173	0.9130434782608695	0.9130434782608695
False	gpt-5	correct	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.2826086956521739	0.8913043478260869	0.8913043478260869
False	gpt-5	correct	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.32608695652173914	0.8913043478260869	0.8913043478260869
False	gpt-4o	all_at_once	correct-error	musique	17	17,18,19	312	156	0	0	0.1346153846153846	0.7371794871794872	0.7371794871794872
False	gpt-4o	all_at_once	correct-error	musique	18	17,18,19	312	156	0	0	0.10256410256410256	0.7692307692307693	0.7692307692307693
False	gpt-4o	all_at_once	correct-error	musique	19	17,18,19	312	156	0	0	0.1282051282051282	0.7564102564102564	0.7564102564102564
False	gpt-4o	step_by_step	correct-error	musique	17	17,18,19	312	156	0	32	0.36538461538461536	0.5	0.5
False	gpt-4o	step_by_step	correct-error	musique	18	17,18,19	312	156	0	27	0.38461538461538464	0.4935897435897436	0.4935897435897436
False	gpt-4o	step_by_step	correct-error	musique	19	17,18,19	312	156	0	26	0.3717948717948718	0.5128205128205128	0.5128205128205128
False	gpt-4o	binary_search	correct-error	musique	17	17,18,19	312	156	0	0	0.05128205128205128	0.07051282051282051	0.07051282051282051
False	gpt-4o	binary_search	correct-error	musique	18	17,18,19	312	156	0	0	0.04487179487179487	0.07051282051282051	0.07051282051282051
False	gpt-4o	binary_search	correct-error	musique	19	17,18,19	312	156	0	0	0.07692307692307693	0.11538461538461539	0.11538461538461539
False	gpt-4o	correct	correct-error	musique	17	17,18,19	312	156	0	2	0.10897435897435898	0.7756410256410257	0.7756410256410257
False	gpt-4o	correct	correct-error	musique	18	17,18,19	312	156	0	3	0.10897435897435898	0.7435897435897436	0.7435897435897436
False	gpt-4o	correct	correct-error	musique	19	17,18,19	312	156	0	2	0.1794871794871795	0.7756410256410257	0.7756410256410257
False	gpt-4o	chief	correct-error	musique	17	17,18,19	312	156	0	0	0.21794871794871795	0.7051282051282052	0.7051282051282052
False	gpt-4o	chief	correct-error	musique	18	17,18,19	312	156	0	0	0.19230769230769232	0.717948717948718	0.717948717948718
False	gpt-4o	chief	correct-error	musique	19	17,18,19	312	156	0	0	0.23076923076923078	0.7756410256410257	0.7756410256410257
False	gpt-4o	raffles	correct-error	musique	17	17,18,19	312	156	0	0	0.48717948717948717	0.7692307692307693	0.7692307692307693
False	gpt-4o	raffles	correct-error	musique	18	17,18,19	312	156	0	0	0.5	0.782051282051282	0.782051282051282
False	gpt-4o	raffles	correct-error	musique	19	17,18,19	312	156	0	0	0.46153846153846156	0.7756410256410257	0.7756410256410257
False	gpt-5	all_at_once	correct-error	musique	17	17,18,19	312	156	0	3	0.5	0.8012820512820513	0.8012820512820513
False	gpt-5	all_at_once	correct-error	musique	18	17,18,19	312	156	0	2	0.5705128205128205	0.8141025641025641	0.8141025641025641
False	gpt-5	all_at_once	correct-error	musique	19	17,18,19	312	156	0	2	0.5064102564102564	0.8141025641025641	0.8141025641025641
False	gpt-5	step_by_step	correct-error	musique	17	17,18,19	312	156	0	5	0.5641025641025641	0.7756410256410257	0.7756410256410257
False	gpt-5	step_by_step	correct-error	musique	18	17,18,19	312	156	0	3	0.5897435897435898	0.8012820512820513	0.8012820512820513
False	gpt-5	step_by_step	correct-error	musique	19	17,18,19	312	156	0	3	0.5769230769230769	0.7884615384615384	0.7884615384615384
False	gpt-5	binary_search	correct-error	musique	17	17,18,19	312	156	0	0	0.6602564102564102	0.7948717948717948	0.7948717948717948
False	gpt-5	binary_search	correct-error	musique	18	17,18,19	312	156	0	0	0.6282051282051282	0.8205128205128205	0.8205128205128205
False	gpt-5	binary_search	correct-error	musique	19	17,18,19	312	156	0	0	0.6217948717948718	0.7884615384615384	0.7884615384615384
False	gpt-5	correct	correct-error	musique	17	17,18,19	312	156	0	0	0.32051282051282054	0.8141025641025641	0.8141025641025641
False	gpt-5	correct	correct-error	musique	18	17,18,19	312	156	0	0	0.34615384615384615	0.8269230769230769	0.8269230769230769
False	gpt-5	correct	correct-error	musique	19	17,18,19	312	156	0	0	0.25	0.8333333333333334	0.8333333333333334
False	gpt-4o	all_at_once	correct-error	wikimqa	17	17,18,19	733	367	0	0	0.12534059945504086	0.784741144414169	0.784741144414169
False	gpt-4o	all_at_once	correct-error	wikimqa	18	17,18,19	733	367	0	0	0.09809264305177112	0.784741144414169	0.784741144414169
False	gpt-4o	all_at_once	correct-error	wikimqa	19	17,18,19	733	367	0	0	0.11444141689373297	0.7629427792915532	0.7629427792915532
False	gpt-4o	step_by_step	correct-error	wikimqa	17	17,18,19	733	367	0	65	0.39509536784741145	0.5340599455040872	0.5340599455040872
False	gpt-4o	step_by_step	correct-error	wikimqa	18	17,18,19	733	367	0	59	0.3896457765667575	0.555858310626703	0.555858310626703
False	gpt-4o	step_by_step	correct-error	wikimqa	19	17,18,19	733	367	0	76	0.3678474114441417	0.5231607629427792	0.5231607629427792
False	gpt-4o	binary_search	correct-error	wikimqa	17	17,18,19	733	367	0	0	0.0681198910081744	0.16076294277929154	0.16076294277929154
False	gpt-4o	binary_search	correct-error	wikimqa	18	17,18,19	733	367	0	0	0.08174386920980926	0.16348773841961853	0.16348773841961853
False	gpt-4o	binary_search	correct-error	wikimqa	19	17,18,19	733	367	0	0	0.07629427792915532	0.14168937329700274	0.14168937329700274
False	gpt-4o	correct	correct-error	wikimqa	17	17,18,19	733	367	0	3	0.12534059945504086	0.7302452316076294	0.7302452316076294
False	gpt-4o	correct	correct-error	wikimqa	18	17,18,19	733	367	0	5	0.10626702997275204	0.7465940054495913	0.7465940054495913
False	gpt-4o	correct	correct-error	wikimqa	19	17,18,19	733	367	0	2	0.16348773841961853	0.7220708446866485	0.7220708446866485
False	gpt-4o	chief	correct-error	wikimqa	17	17,18,19	733	367	0	1	0.20708446866485014	0.6076294277929155	0.6076294277929155
False	gpt-4o	chief	correct-error	wikimqa	18	17,18,19	733	367	0	1	0.22343324250681199	0.6648501362397821	0.6648501362397821
False	gpt-4o	chief	correct-error	wikimqa	19	17,18,19	733	367	0	2	0.21798365122615804	0.5994550408719346	0.5994550408719346
False	gpt-4o	raffles	correct-error	wikimqa	17	17,18,19	733	367	0	0	0.6757493188010899	0.8092643051771117	0.8092643051771117
False	gpt-4o	raffles	correct-error	wikimqa	18	17,18,19	733	367	0	0	0.6321525885558583	0.784741144414169	0.784741144414169
False	gpt-4o	raffles	correct-error	wikimqa	19	17,18,19	733	367	0	0	0.6212534059945504	0.7683923705722071	0.7683923705722071
False	gpt-5	all_at_once	correct-error	wikimqa	17	17,18,19	733	367	0	0	0.5967302452316077	0.8256130790190735	0.8256130790190735
False	gpt-5	all_at_once	correct-error	wikimqa	18	17,18,19	733	367	0	0	0.5803814713896458	0.8147138964577657	0.8147138964577657
False	gpt-5	all_at_once	correct-error	wikimqa	19	17,18,19	733	367	0	2	0.5912806539509536	0.7983651226158038	0.7983651226158038
False	gpt-5	step_by_step	correct-error	wikimqa	17	17,18,19	733	367	0	12	0.5831062670299727	0.7084468664850136	0.7084468664850136
False	gpt-5	step_by_step	correct-error	wikimqa	18	17,18,19	733	367	0	17	0.5613079019073569	0.7084468664850136	0.7084468664850136
False	gpt-5	step_by_step	correct-error	wikimqa	19	17,18,19	733	367	0	19	0.55858310626703	0.6948228882833788	0.6948228882833788
False	gpt-5	binary_search	correct-error	wikimqa	17	17,18,19	733	367	0	0	0.6403269754768393	0.7629427792915532	0.7629427792915532
False	gpt-5	binary_search	correct-error	wikimqa	18	17,18,19	733	367	0	0	0.6348773841961853	0.7602179836512262	0.7602179836512262
False	gpt-5	binary_search	correct-error	wikimqa	19	17,18,19	733	367	0	0	0.6267029972752044	0.7138964577656676	0.7138964577656676
False	gpt-5	correct	correct-error	wikimqa	17	17,18,19	733	367	0	0	0.36239782016348776	0.8256130790190735	0.8256130790190735
False	gpt-5	correct	correct-error	wikimqa	18	17,18,19	733	367	0	0	0.3188010899182561	0.8310626702997275	0.8310626702997275
False	gpt-5	correct	correct-error	wikimqa	19	17,18,19	733	367	0	0	0.34877384196185285	0.8092643051771117	0.8092643051771117
True	gpt-4o	all_at_once	ww	algorithm-generated	38	38,39,40	126	63	0	0	0.15873015873015872	0.6349206349206349	0.6349206349206349
True	gpt-4o	all_at_once	ww	algorithm-generated	39	38,39,40	126	63	0	0	0.19047619047619047	0.5238095238095238	0.5238095238095238
True	gpt-4o	all_at_once	ww	algorithm-generated	40	38,39,40	126	63	0	0	0.12698412698412698	0.5714285714285714	0.5714285714285714
True	gpt-4o	step_by_step	ww	algorithm-generated	38	38,39,40	126	63	0	2	0.23809523809523808	0.3968253968253968	0.3968253968253968
True	gpt-4o	step_by_step	ww	algorithm-generated	39	38,39,40	126	63	0	1	0.2222222222222222	0.3333333333333333	0.3333333333333333
True	gpt-4o	step_by_step	ww	algorithm-generated	40	38,39,40	126	63	0	1	0.2222222222222222	0.31746031746031744	0.31746031746031744
True	gpt-4o	binary_search	ww	algorithm-generated	38	38,39,40	126	63	0	0	0.31746031746031744	0.5714285714285714	0.5714285714285714
True	gpt-4o	binary_search	ww	algorithm-generated	39	38,39,40	126	63	0	0	0.2857142857142857	0.5714285714285714	0.5714285714285714
True	gpt-4o	binary_search	ww	algorithm-generated	40	38,39,40	126	63	0	0	0.25396825396825395	0.5079365079365079	0.5079365079365079
True	gpt-4o	correct	ww	algorithm-generated	38	38,39,40	126	63	0	0	0.1746031746031746	0.5873015873015873	0.5873015873015873
True	gpt-4o	correct	ww	algorithm-generated	39	38,39,40	126	63	0	0	0.15873015873015872	0.49206349206349204	0.49206349206349204
True	gpt-4o	correct	ww	algorithm-generated	40	38,39,40	126	63	0	0	0.14285714285714285	0.5555555555555556	0.5555555555555556
True	gpt-4o	chief	ww	algorithm-generated	38	38,39,40	126	63	0	0	0.25396825396825395	0.49206349206349204	0.49206349206349204
True	gpt-4o	chief	ww	algorithm-generated	39	38,39,40	126	63	0	0	0.2698412698412698	0.42857142857142855	0.42857142857142855
True	gpt-4o	chief	ww	algorithm-generated	40	38,39,40	126	63	0	0	0.20634920634920634	0.42857142857142855	0.42857142857142855
True	gpt-4o	raffles	ww	algorithm-generated	38	38,39,40	126	63	0	0	0.4126984126984127	0.6349206349206349	0.6349206349206349
True	gpt-4o	raffles	ww	algorithm-generated	39	38,39,40	126	63	0	0	0.4126984126984127	0.5555555555555556	0.5555555555555556
True	gpt-4o	raffles	ww	algorithm-generated	40	38,39,40	126	63	0	0	0.4444444444444444	0.5873015873015873	0.5873015873015873
True	gpt-5	all_at_once	ww	algorithm-generated	38	38,39,40	126	63	0	0	0.20634920634920634	0.746031746031746	0.746031746031746
True	gpt-5	all_at_once	ww	algorithm-generated	39	38,39,40	126	63	0	0	0.20634920634920634	0.6984126984126984	0.6984126984126984
True	gpt-5	all_at_once	ww	algorithm-generated	40	38,39,40	126	63	0	0	0.12698412698412698	0.6984126984126984	0.6984126984126984
True	gpt-5	step_by_step	ww	algorithm-generated	38	38,39,40	126	63	0	0	0.30158730158730157	0.6031746031746031	0.6031746031746031
True	gpt-5	step_by_step	ww	algorithm-generated	39	38,39,40	126	63	0	1	0.2222222222222222	0.5079365079365079	0.5079365079365079
True	gpt-5	step_by_step	ww	algorithm-generated	40	38,39,40	126	63	0	0	0.31746031746031744	0.5079365079365079	0.5079365079365079
True	gpt-5	binary_search	ww	algorithm-generated	38	38,39,40	126	63	0	0	0.4603174603174603	0.7142857142857143	0.7142857142857143
True	gpt-5	binary_search	ww	algorithm-generated	39	38,39,40	126	63	0	0	0.47619047619047616	0.6507936507936508	0.6507936507936508
True	gpt-5	binary_search	ww	algorithm-generated	40	38,39,40	126	63	0	0	0.47619047619047616	0.6349206349206349	0.6349206349206349
True	gpt-5	correct	ww	algorithm-generated	38	38,39,40	126	63	0	0	0.3492063492063492	0.6507936507936508	0.6507936507936508
True	gpt-5	correct	ww	algorithm-generated	39	38,39,40	126	63	0	0	0.30158730158730157	0.6984126984126984	0.6984126984126984
True	gpt-5	correct	ww	algorithm-generated	40	38,39,40	126	63	0	0	0.3333333333333333	0.6507936507936508	0.6507936507936508
True	gpt-5	chief	ww	algorithm-generated	38	38,39,40	126	63	0	0	0.2698412698412698	0.4444444444444444	0.4444444444444444
True	gpt-5	chief	ww	algorithm-generated	39	38,39,40	126	63	0	0	0.31746031746031744	0.5079365079365079	0.5079365079365079
True	gpt-5	chief	ww	algorithm-generated	40	38,39,40	126	63	0	0	0.30158730158730157	0.4603174603174603	0.4603174603174603
True	gpt-5	raffles	ww	algorithm-generated	38	38,39,40	126	63	0	0	0.4444444444444444	0.6825396825396826	0.6825396825396826
True	gpt-5	raffles	ww	algorithm-generated	39	38,39,40	126	63	0	0	0.5396825396825397	0.7142857142857143	0.7142857142857143
True	gpt-5	raffles	ww	algorithm-generated	40	38,39,40	126	63	0	0	0.49206349206349204	0.7142857142857143	0.7142857142857143
True	gpt-4o	all_at_once	ww	hand-crafted	13	13,14,15	58	29	0	0	0.034482758620689655	0.5517241379310345	0.5517241379310345
True	gpt-4o	all_at_once	ww	hand-crafted	14	13,14,15	58	29	0	0	0.034482758620689655	0.5862068965517241	0.5862068965517241
True	gpt-4o	all_at_once	ww	hand-crafted	15	13,14,15	58	29	0	0	0.034482758620689655	0.6206896551724138	0.6206896551724138
True	gpt-4o	step_by_step	ww	hand-crafted	13	13,14,15	58	29	0	0	0.20689655172413793	0.6206896551724138	0.6206896551724138
True	gpt-4o	step_by_step	ww	hand-crafted	14	13,14,15	58	29	0	1	0.20689655172413793	0.6206896551724138	0.6206896551724138
True	gpt-4o	step_by_step	ww	hand-crafted	15	13,14,15	58	29	0	1	0.13793103448275862	0.6206896551724138	0.6206896551724138
True	gpt-4o	binary_search	ww	hand-crafted	13	13,14,15	58	29	0	0	0.06896551724137931	0.13793103448275862	0.13793103448275862
True	gpt-4o	binary_search	ww	hand-crafted	14	13,14,15	58	29	0	0	0.034482758620689655	0.034482758620689655	0.034482758620689655
True	gpt-4o	binary_search	ww	hand-crafted	15	13,14,15	58	29	0	0	0.034482758620689655	0.10344827586206896	0.10344827586206896
True	gpt-4o	correct	ww	hand-crafted	13	13,14,15	58	29	0	0	0.06896551724137931	0.5862068965517241	0.5862068965517241
True	gpt-4o	correct	ww	hand-crafted	14	13,14,15	58	29	0	0	0.034482758620689655	0.6206896551724138	0.6206896551724138
True	gpt-4o	correct	ww	hand-crafted	15	13,14,15	58	29	0	0	0.034482758620689655	0.6896551724137931	0.6896551724137931
True	gpt-4o	chief	ww	hand-crafted	13	13,14,15	58	29	0	0	0.1724137931034483	0.5172413793103449	0.5172413793103449
True	gpt-4o	chief	ww	hand-crafted	14	13,14,15	58	29	0	0	0.13793103448275862	0.5862068965517241	0.5862068965517241
True	gpt-4o	chief	ww	hand-crafted	15	13,14,15	58	29	0	0	0.034482758620689655	0.5172413793103449	0.5172413793103449
True	gpt-4o	raffles	ww	hand-crafted	13	13,14,15	58	29	0	0	0.3793103448275862	0.6551724137931034	0.6551724137931034
True	gpt-4o	raffles	ww	hand-crafted	14	13,14,15	58	29	0	0	0.20689655172413793	0.5517241379310345	0.5517241379310345
True	gpt-4o	raffles	ww	hand-crafted	15	13,14,15	58	29	0	0	0.2413793103448276	0.5172413793103449	0.5172413793103449
True	gpt-5	all_at_once	ww	hand-crafted	13	13,14,15	58	29	0	0	0.13793103448275862	0.4482758620689655	0.4482758620689655
True	gpt-5	all_at_once	ww	hand-crafted	14	13,14,15	58	29	0	0	0.06896551724137931	0.4827586206896552	0.4827586206896552
True	gpt-5	all_at_once	ww	hand-crafted	15	13,14,15	58	29	0	0	0.06896551724137931	0.27586206896551724	0.27586206896551724
True	gpt-5	step_by_step	ww	hand-crafted	13	13,14,15	58	29	0	0	0.2413793103448276	0.5172413793103449	0.5172413793103449
True	gpt-5	step_by_step	ww	hand-crafted	14	13,14,15	58	29	0	2	0.2413793103448276	0.5517241379310345	0.5517241379310345
True	gpt-5	step_by_step	ww	hand-crafted	15	13,14,15	58	29	0	2	0.2413793103448276	0.4827586206896552	0.4827586206896552
True	gpt-5	binary_search	ww	hand-crafted	13	13,14,15	58	29	0	0	0.27586206896551724	0.5517241379310345	0.5517241379310345
True	gpt-5	binary_search	ww	hand-crafted	14	13,14,15	58	29	0	0	0.3103448275862069	0.6551724137931034	0.6551724137931034
True	gpt-5	binary_search	ww	hand-crafted	15	13,14,15	58	29	0	0	0.13793103448275862	0.5862068965517241	0.5862068965517241
True	gpt-5	correct	ww	hand-crafted	13	13,14,15	58	29	0	0	0.1724137931034483	0.5172413793103449	0.5172413793103449
True	gpt-5	correct	ww	hand-crafted	14	13,14,15	58	29	0	0	0.27586206896551724	0.5862068965517241	0.5862068965517241
True	gpt-5	correct	ww	hand-crafted	15	13,14,15	58	29	0	0	0.20689655172413793	0.4482758620689655	0.4482758620689655
True	gpt-5	chief	ww	hand-crafted	13	13,14,15	58	29	0	0	0.1724137931034483	0.5862068965517241	0.5862068965517241
True	gpt-5	chief	ww	hand-crafted	14	13,14,15	58	29	0	0	0.2413793103448276	0.6206896551724138	0.6206896551724138
True	gpt-5	chief	ww	hand-crafted	15	13,14,15	58	29	0	0	0.13793103448275862	0.6206896551724138	0.6206896551724138
True	gpt-5	raffles	ww	hand-crafted	13	13,14,15	58	29	0	0	0.3793103448275862	0.5172413793103449	0.5172413793103449
True	gpt-5	raffles	ww	hand-crafted	14	13,14,15	58	29	0	0	0.3793103448275862	0.6551724137931034	0.6551724137931034
True	gpt-5	raffles	ww	hand-crafted	15	13,14,15	58	29	0	0	0.27586206896551724	0.41379310344827586	0.41379310344827586
True	gpt-4o	all_at_once	traceelephant	magentic	9	9,10,11	91	46	0	0	0.043478260869565216	0.6521739130434783	0.6521739130434783
True	gpt-4o	all_at_once	traceelephant	magentic	10	9,10,11	91	46	0	0	0.08695652173913043	0.717391304347826	0.717391304347826
True	gpt-4o	all_at_once	traceelephant	magentic	11	9,10,11	91	46	0	0	0.06521739130434782	0.6739130434782609	0.6739130434782609
