with_gt	judge	method	dataset	subset	seeds	n_preds	n_test	n_missing	n_null_step	step_acc	agent_acc	agent_acc_substring
True	gpt-5	binary_search	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.31007751937984496	0.6666666666666666	0.6666666666666666
True	gpt-5	binary_search	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.2536231884057971	0.7246376811594203	0.7246376811594203
True	gpt-5	binary_search	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.4708994708994709	0.6666666666666666	0.6666666666666666
True	gpt-5	binary_search	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.2413793103448276	0.5977011494252874	0.5977011494252874
True	gpt-5	chief	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.14728682170542637	0.4108527131782946	0.4108527131782946
True	gpt-5	chief	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.2246376811594203	0.5579710144927535	0.5579710144927535
True	gpt-5	chief	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.2962962962962963	0.4708994708994709	0.4708994708994709
True	gpt-5	chief	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.1839080459770115	0.6091954022988505	0.6091954022988505
True	gpt-5	correct	correct-error	arc	17,18,19	304	152.0	0	0.0	0.418859649122807	0.9078947368421053	0.9078947368421053
True	gpt-5	correct	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.32	0.7333333333333334	0.7333333333333334
True	gpt-5	correct	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.37370242214532867	0.7773933102652827	0.7773933102652827
True	gpt-5	correct	correct-error	math500	17,18,19	157	79.0	0	1.0	0.38396624472573837	0.6919831223628692	0.6919831223628692
True	gpt-5	correct	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.47826086956521746	0.8768115942028984	0.8768115942028984
True	gpt-5	correct	correct-error	musique	17,18,19	312	156.0	0	1.0	0.35042735042735046	0.8397435897435898	0.8397435897435898
True	gpt-5	correct	correct-error	wikimqa	17,18,19	733	367.0	0	0.6666666666666666	0.3524069028156222	0.8010899182561309	0.8010899182561309
True	gpt-5	correct	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.2713178294573643	0.5968992248062016	0.5968992248062016
True	gpt-5	correct	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.2028985507246377	0.6666666666666666	0.6666666666666666
True	gpt-5	correct	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.328042328042328	0.6666666666666666	0.6666666666666666
True	gpt-5	correct	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.21839080459770113	0.5172413793103449	0.5172413793103449
True	gpt-5	raffles	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.36434108527131787	0.689922480620155	0.689922480620155
True	gpt-5	raffles	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.2898550724637681	0.6884057971014492	0.6884057971014492
True	gpt-5	raffles	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.49206349206349204	0.7037037037037037	0.7037037037037037
True	gpt-5	raffles	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.3448275862068965	0.5287356321839081	0.5287356321839081
True	gpt-5	step_by_step	correct-error	arc	17,18,19	304	152.0	0	1.3333333333333333	0.899122807017544	0.8947368421052632	0.8947368421052632
True	gpt-5	step_by_step	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.6000000000000001	0.6266666666666666	0.6266666666666666
True	gpt-5	step_by_step	correct-error	hotpot	17,18,19	578	289.0	0	5.0	0.6239907727797002	0.7381776239907728	0.7381776239907728
True	gpt-5	step_by_step	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5443037974683544	0.45569620253164556	0.45569620253164556
True	gpt-5	step_by_step	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.8188405797101449	0.8115942028985508	0.8115942028985508
True	gpt-5	step_by_step	correct-error	musique	17,18,19	312	156.0	0	2.6666666666666665	0.5897435897435898	0.7905982905982906	0.7905982905982906
True	gpt-5	step_by_step	correct-error	wikimqa	17,18,19	733	367.0	0	11.0	0.5785649409627611	0.7311534968210718	0.7311534968210718
True	gpt-5	step_by_step	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.20155038759689922	0.5193798449612402	0.5193798449612402
True	gpt-5	step_by_step	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.15217391304347827	0.7536231884057972	0.7536231884057972
True	gpt-5	step_by_step	ww	algorithm-generated	38,39,40	126	63.0	0	0.3333333333333333	0.2804232804232804	0.5396825396825397	0.5396825396825397
True	gpt-5	step_by_step	ww	hand-crafted	13,14,15	58	29.0	0	1.3333333333333333	0.2413793103448276	0.5172413793103449	0.5172413793103449
